"","Nom.du.campement.coded","Tranche.d.age","MY.REFERENCE","Sexe","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....1","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.morts","Lieu.de.naissance.coded","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","median","max"
"120","Bayamoto","Personne âgée","M319","F",1,"3","3","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.95992336132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44234.2609490367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25348.110436199,44234.2609490367
"121","Bayamoto","Adulte","M321","F",1,"4","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.95992336132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.95992336132,6461.95992336132
"122","Bayamoto","Adulte","M322","M",1,"3","1","Bangui",0,92941.9257121939,84946.5807456398,78305.2548694023,0,0,0,0,0,0,0,0,0,39774.7497277719,0,6461.95992336132,0,0,0,0,0,51604.8663201156,0,0,53952.2338638525,0,0,0,0,0,0,0,44234.2609490367,0,0,0,0,0,0,0,0,0,0,0,0,157431.834866536,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53952.2338638525,157431.834866536
"123","Bayamoto","Adulte","M323","M",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.95992336132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157431.834866536,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81946.8973949489,157431.834866536
"124","Bayamoto","Adolescent","M324","M",1,"2","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.95992336132,0,0,0,0,0,51604.8663201156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157431.834866536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51604.8663201156,157431.834866536
"125","Bayamoto","Adolescent","M325","F",1,"1","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.95992336132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461.95992336132,6461.95992336132
"126","Lango","Adulte","M326","F",1,"4","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28829.4870227704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43349.6122946961,0,0,0,0,0,0,36089.5496587332,43349.6122946961
"127","Lango","Adulte","M327","M",1,"4","2","Zingo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"128","Lango","Personne âgée","M328","M",1,"7","9","Zingo",0,114655.158111725,105505.434485955,97417.3203065914,0,0,0,0,145592.668711489,109341.664510674,110124.050936623,96842.862710569,0,59801.8278980298,0,18778.5796982756,0,158022.390446233,0,0,0,28829.4870227704,0,0,71579.5609968212,794009.033914785,0,99704.6124501967,166366.939809149,260322.671935615,198816.434254773,0,64020.5543033411,0,0,0,0,118411.556825984,136393.068783339,0,0,0,0,0,0,161715.884130713,101694.932137391,99775.9618112957,0,0,141420.933881599,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106584.037570912,889588.584410154,109732.857723649,889588.584410154
"129","Lango","Adulte","M329","M",1,"4","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28829.4870227704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118411.556825984,136393.068783339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118411.556825984,136393.068783339
"130","Lango","Adulte","M330","M",1,"2","0","Macao",110608.731011495,114655.158111725,105505.434485955,97417.3203065914,0,0,0,0,0,0,0,0,0,59801.8278980298,0,18778.5796982756,0,0,0,0,0,28829.4870227704,0,0,71579.5609968212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255.99783441459,0,0,0,0,0,0,0,0,0,0,71579.5609968212,114655.158111725
"131","Mbila_MA","Personne âgée","M331","M",1,"2","5","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18799.3652860422,0,0,0,0,0,28808.9602945663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55815.0201030496,0,0,0,0,0,28808.9602945663,55815.0201030496
"132","Banga","Adulte","M332","F",1,"5","3","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103169.003798667,0,0,0,0,94191.6335303777,84658.9978145577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95507.4504320452,0,0,0,0,0,0,0,0,0,0,94849.5419812115,103169.003798667
"133","Banga","Adulte","M333","M",1,"5","3","Seke",166035.974034741,172648.0763253,158638.467124509,145842.278116602,0,0,0,0,215486.526093233,0,0,0,0,123971.148708894,0,103169.003798667,0,0,0,0,94191.6335303777,84658.9978145577,0,0,123460.639931065,0,0,0,0,0,0,0,0,0,0,0,0,0,206746.064598063,0,0,0,0,0,0,249231.163279127,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152240.372620556,249231.163279127
"134","Banga","Adulte","M334","M",1,"2","1","Bangui",166035.974034741,172648.0763253,158638.467124509,145842.278116602,0,0,0,0,215486.526093233,0,0,0,0,123971.148708894,0,103169.003798667,0,0,0,0,94191.6335303777,84658.9978145577,0,0,123460.639931065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134906.713412748,215486.526093233
"135","Banga","Adolescent","M335","M",0,"","","Seke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103169.003798667,0,0,0,0,94191.6335303777,84658.9978145577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94191.6335303777,103169.003798667
"136","Ndobalikanbo","Adulte","M336","F",0,"","","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31555.3469088322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31555.3469088322,31555.3469088322
"137","Ndobalikanbo","Adulte","M337","M",1,"0","0","Macao",0,111880.174593146,0,94525.897770448,0,0,0,0,0,0,0,0,0,56956.4543257764,0,16122.9787285725,0,0,0,0,0,31555.3469088322,0,0,68678.7115634849,0,0,0,0,0,0,0,0,0,0,0,0,120739.868652894,138547.578215709,0,0,0,0,0,0,162743.380978679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94525.897770448,162743.380978679
"138","Ndobalikanbo","Adulte","M338","M",1,"2","5","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16122.9787285725,0,0,0,0,0,31555.3469088322,0,0,0,0,0,0,0,0,0,0,62638.1168698498,0,0,0,0,120739.868652894,0,0,0,0,0,0,0,162743.380978679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62638.1168698498,162743.380978679
"139","Ndobalikanbo","Adulte","M339","F",1,"2","4","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31555.3469088322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5581.32648490276,0,0,0,0,0,0,0,0,0,18568.3366968675,31555.3469088322
"140","Macao_camp1","Adulte","M340","M",1,"2","0","Thanry",0,0,0,0,0,0,0,0,0,0,0,0,0,60243.0463344295,0,19137.792731905,0,0,0,0,0,28473.0443862932,0,0,0,0,0,0,0,0,0,0,63992.6421978869,0,0,0,0,0,0,0,0,0,0,0,0,161233.488169065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60243.0463344295,161233.488169065
"141","Macao_camp1","Adulte","M341","F",1,"2","6","Nzingou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19137.792731905,0,0,0,0,0,28473.0443862932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,57547.9792793679,0,0,0,0,28473.0443862932,57547.9792793679
"142","Macao_camp3","Adulte","M342","F",1,"1","1","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19711.1447616102,0,0,0,0,0,27896.0473511169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23803.5960563636,27896.0473511169
"143","Macao_camp3","Adulte","M343","F",1,"2","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19711.1447616102,0,0,0,0,0,27896.0473511169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23803.5960563636,27896.0473511169
"144","Macao_camp3","Adulte","M344","M",1,"5","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19711.1447616102,0,0,0,0,0,27896.0473511169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117675.271945395,0,0,0,0,0,0,0,161443.968308824,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72785.6596482562,161443.968308824
"145","Macao_camp3","Adolescent","M345","M",1,"1","1","Macao",0,115608.888416923,106476.710065949,98395.1005800109,0,0,0,0,0,0,0,0,0,60772.4193512564,0,19711.1447616102,0,0,0,0,0,27896.0473511169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79583.7599656336,115608.888416923
"146","Macao_camp5","Personne âgée","M346","M",1,"1","3","Macao",111502.741456237,115543.267758991,106402.699661502,98313.7257384544,0,0,0,0,146412.073880876,0,0,0,0,60698.840125615,0,19652.184419319,0,0,0,0,0,27954.4860068108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102358.212699978,146412.073880876
"147","Macao_camp5","Personne âgée","M347","F",1,"3","3","Djoube",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27954.4860068108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57273.2711207911,0,0,0,0,42613.8785638009,57273.2711207911
"148","Macao_camp4","Adulte","M348","M",1,"2","0","",0,115624.109999907,0,0,0,0,0,0,0,0,0,97631.7101282409,0,0,0,19729.7931690179,0,158762.3583187,0,0,0,27877.0563641224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161488.022268551,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106627.910064074,161488.022268551
"149","Macao_camp6","Adulte","M349","F",1,"8","1","Macao",0,115094.58575077,0,0,0,0,0,0,0,0,0,0,0,0,0,19190.6214459116,0,0,0,0,0,28417.3136676547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28417.3136676547,115094.58575077
"150","Macao_camp1","Personne âgée","M350","F",1,"1","3","Zingo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28473.0443862932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,57547.9792793679,0,0,0,0,43010.5118328305,57547.9792793679
"151","Macao_camp7","Adulte","M351","F",1,"4","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19103.1168398251,0,0,0,0,0,28507.1706957234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23805.1437677743,28507.1706957234
"152","Macao_camp7","Adulte","M352","M",1,"5","3","",110992.56826459,115015.70990495,105910.928629149,97862.1416375641,0,0,0,0,145820.91258624,0,0,97410.8227136468,0,60205.3643829328,0,19103.1168398251,0,0,77767.0266117185,0,0,28507.1706957234,0,0,72046.2925023103,0,255488.194937006,0,0,0,0,0,0,0,0,0,0,117843.082523734,135829.94600376,0,0,0,0,0,0,161253.857371428,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105910.928629149,255488.194937006
"153","Macao_camp6","Adulte","M353","F",1,"4","3","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19190.6214459116,0,0,0,0,0,28417.3136676547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161372.437761434,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28417.3136676547,161372.437761434
"154","Macao_camp8","Adulte","M354","F",1,"6","4","Thanry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575.2458818185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575.2458818185,28575.2458818185
"155","Macao_camp8","Adolescent","M355","M",0,"","","Pape",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575.2458818185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575.2458818185,28575.2458818185
"156","Macao_camp2","","M356","",0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"157","Macao_camp9","Adulte","M357","",1,"3","0","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19102.5566154844,0,0,0,0,0,28506.7770502886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23804.6668328865,28506.7770502886
"158","Macao_camp9","Adulte","M359","M",1,"3","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19102.5566154844,0,0,0,0,0,28506.7770502886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118300.640981196,136311.918342205,0,0,0,0,0,0,161790.498088387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118300.640981196,161790.498088387
"159","Macao_camp10","Adulte","M360","F",1,"5","5","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19824.0719872415,0,0,0,0,0,27783.0722781368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38515.9503622977,0,0,0,0,0,0,0,27783.0722781368,38515.9503622977
"160","Macao_camp4","Adolescent","M361","F",1,"2","0","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27877.0563641224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33534.1429761364,0,0,0,30705.5996701294,33534.1429761364
"161","Pape_village","Adulte","M362","M",1,"0","0","Berandjokou",0,0,0,0,0,0,0,0,0,0,0,86026.7806383533,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66402.1484988759,86026.7806383533
"162","Macao_camp10","Adulte","M363","M",1,"1","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19824.0719872415,0,0,0,0,0,27783.0722781368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43328.2253242895,0,0,0,0,0,0,27783.0722781368,43328.2253242895
"163","Pape_village","Adolescent","M364","F",1,"0","0","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17602.3146152677,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91965.1280754605,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,91965.1280754605
"164","Pape_village","Adolescent","M365","M",1,"0","0","Berandjokou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,46777.5163593986,46777.5163593986
"165","Pape_village","Adolescent","M366","F",1,"0","0","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91965.1280754605,0,0,0,0,0,0,0,0,0,0,0,0,69371.3222174296,91965.1280754605
"166","Pape_village","Personne âgée","M367","M",1,"3","5","Bangui-motaba",92723.5738509,96704.9518099453,87745.7550036022,80087.5016197211,0,0,0,0,128239.775692272,93402.7460858938,0,86026.7806383533,0,42057.3906002639,0,0,0,0,0,0,0,46777.5163593986,0,0,54708.686164112,0,0,0,0,0,0,0,52073.3069587631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129049.520639194,125081.971851951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87745.7550036022,129049.520639194
"167","Pape_village","Adulte","M368","M",1,"4","0","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163282.229199421,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105029.87277941,163282.229199421
"168","Pape_village","Adolescent","M369","F",1,"4","0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91965.1280754605,0,0,0,0,0,0,0,0,0,0,0,0,69371.3222174296,91965.1280754605
"169","Pape_village","Adulte","M370","F",1,"4","0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,16847.1317544866,0,0,0,0,0,0,0,0,0,0,31812.3240569426,46777.5163593986
"170","Pape_village","Personne âgée","M370","F",1,"1","4","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,16847.1317544866,0,0,0,0,0,0,0,0,0,0,31812.3240569426,46777.5163593986
"171","Pape_village","Personne âgée","M372","M",1,"4","1","Pape_village",0,96704.9518099453,87745.7550036022,80087.5016197211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129440.335290371,145979.731803506,0,0,0,0,0,0,163282.229199421,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96704.9518099453,163282.229199421
"172","Bayamoto","","M400","F",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"173","Bete2","Adolescent","M375","",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46378.5853212635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,91679.2167088814,0,0,0,0,0,0,0,0,0,0,0,0,69028.9010150724,91679.2167088814
"174","Bete1","Adulte","M374","M",1,"1","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46182.5040756221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,16181.2162004517,0,0,0,0,0,0,0,0,0,0,31181.8601380369,46182.5040756221
