"","residence_camp","ref","sex","birthplace","age","median_dist","max_dist","min_dist","places_visited","times_live","region"
"542","Bylikombo2","MI27","F","Minganga","Adolescent",NA,-Inf,-Inf,0,0,"Minganga"
"553","Bylikombo2","MI28","F","Minganga","Personne âgée",NA,-Inf,-Inf,14,1,"Minganga"
"564","Bylikombo2","MI29","M","Minganga","Adulte",NA,-Inf,-Inf,14,1,"Minganga"
"571","Makossa3","MI3","F","","Adolescent",NA,-Inf,-Inf,0,0,"Minganga"
"583","Avocat","MI30","M","Toukoulaka","Adolescent",NA,-Inf,-Inf,21,1,"Minganga"
"594","Epopé","MI31","F","Toukoulaka","Personne âgée",NA,-Inf,-Inf,19,1,"Minganga"
"603","Avocat","MI32","M","Attention","Adolescent",NA,-Inf,-Inf,6,1,"Minganga"
"613","Avocat","MI34","M","Toukoulaka","Adolescent",NA,-Inf,-Inf,22,1,"Minganga"
"653","Avocat","MI38","F","Attention","Adulte",NA,-Inf,-Inf,21,1,"Minganga"
"662","Avocat","MI39","M","Attention","Adulte",NA,-Inf,-Inf,21,1,"Minganga"
"692","Avocat","MI41","M","Minganga","Personne âgée",NA,-Inf,-Inf,25,1,"Minganga"
"702","Avocat","MI42","F","Attention","Adolescent",NA,-Inf,-Inf,0,0,"Minganga"
"715","Avocat","MI43","F","Attention","Adulte",NA,-Inf,-Inf,19,1,"Minganga"
"721","Avocat","MI44","F","Bène","Personne âgée",12267.2823928173,12267.2823928173,12267.2823928173,21,2,"Minganga"
"733","Avocat","MI45","M","Attention","Adulte",NA,-Inf,-Inf,21,1,"Minganga"
"753","Moundouala2","MI47","M","Attention","Adolescent",NA,-Inf,-Inf,21,1,"Minganga"
"762","Moundouala2","MI48","F","Attention","Adolescent",NA,-Inf,-Inf,19,1,"Minganga"
"773","Moundouala2","MI49","F","Attention","Adolescent",NA,-Inf,-Inf,1,0,"Minganga"
"793","Moundouala2","MI50","M","Attention","Adulte",NA,-Inf,-Inf,19,1,"Minganga"
"823","Moundouala2","MI53","F","","Adulte",NA,-Inf,-Inf,23,1,"Minganga"
"843","Bokéya2","MI55","M","Attention","Adulte",NA,-Inf,-Inf,21,1,"Minganga"
"862","Bokéya2","MI57","F","Minganga","Personne âgée",NA,-Inf,-Inf,17,1,"Minganga"
"873","Bokéya2","MI58","M","","Personne âgée",NA,-Inf,-Inf,13,1,"Minganga"
"893","Makossa3","MI6","F","Mbili","Adulte",NA,-Inf,-Inf,14,1,"Minganga"
"922","Bokéya2","MI62","F","Attention","Adulte",NA,-Inf,-Inf,21,1,"Minganga"
"932","Epopé","MI63","M","Attention","Adulte",NA,-Inf,-Inf,19,1,"Minganga"
"971","Epopé","MI67","F","Toukoulaka","Adulte",NA,-Inf,-Inf,23,1,"Minganga"
"981","Makossa2","MI68","F","Minganga","Adulte",NA,-Inf,-Inf,14,0,"Minganga"
"1003","Makossa3","MI7","M","Mossombo","Personne âgée",NA,-Inf,-Inf,14,1,"Minganga"
"1013","Makossa2","MI70","M","Mbili","Adulte",NA,-Inf,-Inf,19,0,"Minganga"
"1022","Makossa2","MI71","F","Mbili","Adulte",NA,-Inf,-Inf,19,0,"Minganga"
"1071","Makossa3","MI76","M","Mossombo","Adulte",NA,-Inf,-Inf,13,0,"Minganga"
"1083","Makossa3","MI77","F","Mbili","Adulte",NA,-Inf,-Inf,13,0,"Minganga"
"1091","Makossa3","MI78","F","Mossombo","Adulte",NA,-Inf,-Inf,13,0,"Minganga"
"1111","Makossa3","MI8","F","Mossombo","Adulte",NA,-Inf,-Inf,10,0,"Minganga"
"1131","Makossa3","MI81","M","Mossombo","Adolescent",NA,-Inf,-Inf,12,0,"Minganga"
"1183","Mbaya","MI86","F","","Adulte",NA,-Inf,-Inf,16,0,"Minganga"
"1202","Mbaya","MI88","M","Minganga","Adulte",NA,-Inf,-Inf,21,0,"Minganga"
"1233","Mbaya","MI90","M","Mossombo","Adulte",NA,-Inf,-Inf,12,0,"Minganga"
"1252","Mbaya","MI92","F","Minganga","Adulte",NA,-Inf,-Inf,18,0,"Minganga"
"1293","Bylikombo2","MI96","M","Minganga","Adulte",NA,-Inf,-Inf,18,0,"Minganga"
"1315","VMA","MI98","M","Attention","Adulte",NA,-Inf,-Inf,24,0,"Minganga"
"1321","Bylikombo2","MI99","F","Minganga","Adulte",NA,-Inf,-Inf,12,0,"Minganga"
"514","Lokoko1","E102","F","Enyelle","Adulte",58938.5189839516,58938.5189839516,58938.5189839516,5,1,"Enyelle"
"716","Sobé","E104","M","Enyelle","Adulte",NA,-Inf,-Inf,8,0,"Enyelle"
"816","Sobé","E105","F","Enyelle","Adulte",NA,-Inf,-Inf,7,0,"Enyelle"
"915","Sobé","E106","F","Enyelle","Adolescent",NA,-Inf,-Inf,4,0,"Enyelle"
"1014","Molapa_EN","E107","M","Enyelle","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"1110","Molapa_EN","E108","F","Enyelle","Adulte",NA,-Inf,-Inf,6,0,"Enyelle"
"1316","Likeko","E11","M","","Adulte",NA,-Inf,-Inf,7,1,"Enyelle"
"1413","Molapa_EN","E110","M","Enyelle","Adolescent",NA,-Inf,-Inf,8,0,"Enyelle"
"1512","Molapa_EN","E111","M","Enyelle","Adulte",NA,-Inf,-Inf,10,0,"Enyelle"
"188","Kombo2","E114","M","Dongou","Adulte",NA,-Inf,-Inf,28,0,"Enyelle"
"1910","Kombo2","E115","F","Enyelle","Adolescent",NA,-Inf,-Inf,15,0,"Enyelle"
"262","Kombo2","E121","F","Enyelle","Adulte",79839.8454371039,79839.8454371039,79839.8454371039,10,1,"Enyelle"
"284","Kombo2","E123","F","Enyelle","Adolescent",NA,-Inf,-Inf,7,0,"Enyelle"
"293","Kombo2","E124","F","Enyelle","Personne âgée",NA,-Inf,-Inf,8,0,"Enyelle"
"302","Kombo2","E125","F","Enyelle","Adolescent",NA,-Inf,-Inf,5,0,"Enyelle"
"324","Kombo2","E127","F","Enyelle","Adolescent",79839.8454371039,79839.8454371039,79839.8454371039,14,1,"Enyelle"
"342","Bopongo","E129","M","Boyelé","Adulte",NA,-Inf,-Inf,16,0,"Enyelle"
"359","Essembo3","E13","M","Bétou","Adulte",NA,-Inf,-Inf,9,1,"Enyelle"
"363","Bopongo","E130","M","Enyelle","Adulte",NA,-Inf,-Inf,18,0,"Enyelle"
"383","Bopongo","E132","M","Boyelé","Adulte",NA,-Inf,-Inf,13,0,"Enyelle"
"406","Bopongo","E134","F","Enyelle","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"434","Bopongo","E137","M","Enyelle","Adulte",NA,-Inf,-Inf,16,0,"Enyelle"
"482","Bopongo","E141","F","Enyelle","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"493","Bopongo","E142","F","Enyelle","Adulte",NA,-Inf,-Inf,10,0,"Enyelle"
"503","Bopongo","E143","F","Enyelle","Adulte",NA,-Inf,-Inf,4,0,"Enyelle"
"523","Bopongo","E145","M","Enyelle","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"543","Coconacoco1","E147","F","Bongoye","Adulte",NA,-Inf,-Inf,8,0,"Enyelle"
"554","Coconacoco1","E148","M","Enyelle","Adulte",NA,-Inf,-Inf,4,0,"Enyelle"
"595","Coconacoco1","E151","M","Enyelle","Adolescent",NA,-Inf,-Inf,5,0,"Enyelle"
"604","Coconacoco1","E152","F","Enyelle","Adulte",NA,-Inf,-Inf,7,0,"Enyelle"
"614","Coconacoco1","E153","M","Enyelle","Adulte",NA,-Inf,-Inf,7,0,"Enyelle"
"643","Coconacoco1","E156","F","Enyelle","Adulte",NA,-Inf,-Inf,6,0,"Enyelle"
"663","Coconacoco1","E158","F","Enyelle","Adulte",NA,-Inf,-Inf,10,0,"Enyelle"
"703","Coconacoco1","E161","F","Bongoye","Adolescent",NA,-Inf,-Inf,3,0,"Enyelle"
"717","Coconacoco1","E162","F","Enyelle","Personne âgée",NA,-Inf,-Inf,13,0,"Enyelle"
"734","Coconacoco1","E164","M","Mimbelli","Adulte",NA,-Inf,-Inf,7,0,"Enyelle"
"742","Coconacoco1","E165","M","Coconacoco1","FALSE",NA,-Inf,-Inf,0,0,"Enyelle"
"763","Kombo1","E167","F","Kombo3","Personne âgée",7005.84173453645,7005.84173453645,7005.84173453645,3,1,"Enyelle"
"817","Kombo1","E171","F","Enyelle","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"831","Kombo3","E173","M","Kombo3","Adulte",7093.19336956691,7093.19336956691,7093.19336956691,5,1,"Enyelle"
"852","Kombo1","E175","F","Enyelle","Personne âgée",NA,-Inf,-Inf,2,0,"Enyelle"
"863","Coconacoco1","E176","M","Coconacoco1","Adulte",NA,-Inf,-Inf,12,0,"Enyelle"
"874","Kombo3","E177","F","Enyelle","Adulte",25912.7851588169,25912.7851588169,25912.7851588169,6,1,"Enyelle"
"884","Kombo3","E178","F","Molapa_EN","Adulte",25912.7851588169,25912.7851588169,25912.7851588169,2,1,"Enyelle"
"903","Essembo4","E18","F","Enyelle","Personne âgée",NA,-Inf,-Inf,12,0,"Enyelle"
"916","Kombo3","E180","F","Enyelle","Adulte",16502.9892641919,25912.7851588169,7093.19336956691,3,2,"Enyelle"
"933","Kombo2","E182","F","Enyelle","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"952","Kombo2","E184","M","Enyelle","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"962","Kombo2","E185","F","Enyelle","Adulte",40023.6226106578,40023.6226106578,40023.6226106578,3,1,"Enyelle"
"972","Kombo2","E186","F","Kombo1","Adulte",31751.9115183544,31751.9115183544,31751.9115183544,6,1,"Enyelle"
"1015","Essembo3","E19","F","Bétou","Personne âgée",48705.5734973461,48705.5734973461,48705.5734973461,5,2,"Enyelle"
"1033","Bopongo","E191","F","Mimbelli","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"1053","Bopongo","E193","F","Mimbelli","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"1062","Bopongo","E194","F","Mimbelli","Adulte",23352.2033650519,23352.2033650519,23352.2033650519,3,1,"Enyelle"
"1072","Bopongo","E195","F","Mimbelli","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"1084","Bopongo","E196","F","Mimbelli","Adulte",NA,-Inf,-Inf,7,0,"Enyelle"
"1092","Bopongo","E197","F","Bissambi","Adulte",51870.2700365138,128616.80901772,34279.7378552076,10,4,"Enyelle"
"1112","Bopongo","E199","M","Djoubé","Adulte",6708.88196601732,6708.88196601732,6708.88196601732,2,1,"Enyelle"
"1122","Lokoko6","E2","F","Enyelle","Personne âgée",NA,-Inf,-Inf,15,0,"Enyelle"
"1132","Essembo3","E20","F","Bétou","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"1142","Bopongo","E200","F","Mimbelli","Adulte",23352.2033650519,23352.2033650519,23352.2033650519,4,1,"Enyelle"
"1152","Bopongo","E201","F","Bissambi","Personne âgée",23352.2033650519,23352.2033650519,23352.2033650519,6,1,"Enyelle"
"1161","Bopongo","E202","M","Mimbelli","Personne âgée",NA,-Inf,-Inf,5,0,"Enyelle"
"1172","Bopongo","E203","F","","Personne âgée",6708.88196601732,6708.88196601732,6708.88196601732,2,1,"Enyelle"
"1192","Bopongo","E205","M","Midjoukou","Personne âgée",23352.2033650519,23352.2033650519,23352.2033650519,9,1,"Enyelle"
"1203","Bopongo","E206","F","Mimbelli","Adulte",NA,-Inf,-Inf,4,0,"Enyelle"
"1222","Bopongo","E208","M","Coconacoco2","FALSE",NA,-Inf,-Inf,0,0,"Enyelle"
"1253","Bopongo","E210","F","Mimbelli","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"1262","Bopongo","E211","F","Mimbelli","Personne âgée",NA,-Inf,-Inf,4,0,"Enyelle"
"1273","Coconacoco1","E212","F","Enyelle","Personne âgée",NA,-Inf,-Inf,3,0,"Enyelle"
"1303","Coconacoco1","E215","F","Enyelle","Personne âgée",NA,-Inf,-Inf,5,0,"Enyelle"
"1322","Coconacoco1","E217","F","Bongoye","Personne âgée",6652.88690832192,6652.88690832192,6652.88690832192,3,1,"Enyelle"
"1332","Coconacoco1","E218","F","Coconacoco1","Adulte",NA,-Inf,-Inf,1,0,"Enyelle"
"1353","Essembo4","E22","M","Enyelle","Adulte",NA,-Inf,-Inf,7,1,"Enyelle"
"1363","Coconacoco1","E220","F","Enyelle","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"1373","Coconacoco1","E221","M","Dongou","Adulte",NA,-Inf,-Inf,7,0,"Enyelle"
"1392","Coconacoco1","E223","F","Coconacoco1","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"1414","Coconacoco1","E225","M","Coconacoco1","Adulte",NA,-Inf,-Inf,4,0,"Enyelle"
"1481","Coconacoco1","E231","M","Enyelle","Personne âgée",NA,-Inf,-Inf,6,0,"Enyelle"
"1521","Coconacoco1","E235","M","Enyelle","Adulte",81208.4510824006,81208.4510824006,81208.4510824006,5,1,"Enyelle"
"1531","Coconacoco1","E236","F","Enyelle","Adulte",6652.88690832192,6652.88690832192,6652.88690832192,3,1,"Enyelle"
"1541","Coconacoco1","E237","F","Coconacoco1","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"1551","Coconacoco1","E238","F","Enyelle","Personne âgée",NA,-Inf,-Inf,3,0,"Enyelle"
"1562","Coconacoco1","E239","M","Kombo1","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"1583","Coconacoco2","E240","F","Mimbelli","Adulte",NA,-Inf,-Inf,4,0,"Enyelle"
"1592","Coconacoco2","E241","F","Coconacoco2","Personne âgée",NA,-Inf,-Inf,2,0,"Enyelle"
"1601","Coconacoco2","E242","F","Mimbelli","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"1611","Coconacoco2","E243","M","Enyelle","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"1632","Coconacoco2","E246","M","Mimbelli","Adulte",14636.3018515903,14636.3018515903,14636.3018515903,13,1,"Enyelle"
"1641","Coconacoco2","E248","F","Bongoye","Personne âgée",NA,-Inf,-Inf,7,0,"Enyelle"
"1663","Ngouanguébé","E25","M","Enyelle","Adulte",NA,-Inf,-Inf,9,2,"Enyelle"
"1692","Coconacoco2","E252","F","Enyelle","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"1712","Coconacoco2","E254","F","Mimbelli","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"1722","Coconacoco2","E255","M","Mimbelli","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"1771","Essembo5","E26","M","Enyelle","Adulte",48813.3500377645,48813.3500377645,48813.3500377645,8,1,"Enyelle"
"179","Coconacoco2","E261","F","Enyelle","Adulte",NA,-Inf,-Inf,4,0,"Enyelle"
"1801","Coconacoco2","E262","M","Mimbelli","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"184","Coconacoco2","E266","F","Enyelle","Adulte",NA,-Inf,-Inf,6,0,"Enyelle"
"1861","Coconacoco2","E268","F","","Personne âgée",NA,-Inf,-Inf,2,0,"Enyelle"
"187","Coconacoco2","E269","M","Mimbelli","Personne âgée",NA,-Inf,-Inf,1,0,"Enyelle"
"189","Kombo3","E270","F","Kombo3","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"190","Coconacoco2","E271","M","Mimbelli","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"191","Coconacoco2","E272","F","Mimputu","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"195","Coconacoco2","E276","F","","Adulte",NA,-Inf,-Inf,7,0,"Enyelle"
"196","Coconacoco2","E277","F","Enyelle","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"198","Coconacoco2","E279","M","Mimbelli","Adulte",NA,-Inf,-Inf,4,0,"Enyelle"
"200","Essembo5","E29","F","Enyelle","Adulte",13219.8201201152,13219.8201201152,13219.8201201152,12,3,"Enyelle"
"2021","Essembo5","E31","M","Enyelle","Personne âgée",NA,-Inf,-Inf,10,1,"Enyelle"
"203","Essembo1","E32","M","Essembo1","Adulte",48564.3659262619,48564.3659262619,48564.3659262619,7,2,"Enyelle"
"2051","Essembo1","E34","F","Enyelle","Personne âgée",13380.3346973944,13380.3346973944,13380.3346973944,5,1,"Enyelle"
"206","Essembo1","E35","M","Enyelle","Adolescent",NA,-Inf,-Inf,6,0,"Enyelle"
"207","Essembo1","E36","F","Enyelle","Adolescent",NA,-Inf,-Inf,3,0,"Enyelle"
"2081","Essembo1","E37","F","Enyelle","Personne âgée",NA,-Inf,-Inf,9,1,"Enyelle"
"210","Misseké","E39","F","Mokinda","Adulte",NA,-Inf,-Inf,4,1,"Enyelle"
"212","Misseké","E40","F","Sambo","Personne âgée",NA,-Inf,-Inf,5,0,"Enyelle"
"213","Misseké","E41","F","Essembo","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"214","Misseké","E42","F","Lokoko","Adolescent",NA,-Inf,-Inf,3,0,"Enyelle"
"2161","Misseké","E44","F","Enyelle","Adulte",9716.33069989258,9716.33069989258,9716.33069989258,16,1,"Enyelle"
"217","Mossomé","E45","M","Bétou","Adulte",55204.0192265266,55204.0192265266,55204.0192265266,15,1,"Enyelle"
"219","Mossomé","E47","F","Enyelle","Adulte",NA,-Inf,-Inf,20,0,"Enyelle"
"220","Mossomé","E48","F","","Adulte",NA,-Inf,-Inf,24,0,"Enyelle"
"222","Likeko","E5","F","Enyelle","Personne âgée",NA,-Inf,-Inf,3,0,"Enyelle"
"223","Mossomé","E50","F","Landza","Adulte",NA,-Inf,-Inf,25,0,"Enyelle"
"224","Lokoko6","E51","F","Bétou","Adulte",NA,-Inf,-Inf,15,0,"Enyelle"
"226","Lokoko4","E53","M","Enyelle","Adulte",NA,-Inf,-Inf,28,0,"Enyelle"
"2271","Lokoko4","E54","F","Mokinda","Personne âgée",NA,-Inf,-Inf,21,0,"Enyelle"
"2311","Lokoko2","E58","M","Bétou","Adulte",NA,-Inf,-Inf,18,0,"Enyelle"
"232","Lokoko4","E59","F","Enyelle","Adulte",NA,-Inf,-Inf,20,0,"Enyelle"
"234","Lokoko4","E60","F","Enyelle","Adolescent",NA,-Inf,-Inf,18,0,"Enyelle"
"2361","Mossomé","E62","F","Enyelle","Adulte",NA,-Inf,-Inf,6,1,"Enyelle"
"2371","Lokoko6","E63","M","Enyelle","Personne âgée",NA,-Inf,-Inf,11,1,"Enyelle"
"2381","Mossomé","E64","M","Enyelle","Adulte",NA,-Inf,-Inf,9,1,"Enyelle"
"239","Lokoko2","E65","F","Enyelle","Personne âgée",NA,-Inf,-Inf,14,0,"Enyelle"
"2421","Lokoko2","E68","F","Enyelle","Adulte",NA,-Inf,-Inf,11,0,"Enyelle"
"245","Lokoko6","E70","F","Lokoko6","Adulte",NA,-Inf,-Inf,1,0,"Enyelle"
"246","Lokoko6","E71","F","Enyelle","Personne âgée",NA,-Inf,-Inf,6,1,"Enyelle"
"247","Lokoko6","E72","M","Essembo","Adolescent",5309.27679603882,5309.27679603882,5309.27679603882,11,2,"Enyelle"
"248","Lokoko1","E73","M","Bétou","Adulte",NA,-Inf,-Inf,11,1,"Enyelle"
"2511","Lokoko1","E76","F","Enyelle","Adulte",NA,-Inf,-Inf,12,1,"Enyelle"
"2531","Lokoko1","E78","M","Bétou","Adulte",3019.91995986196,3019.91995986196,3019.91995986196,13,1,"Enyelle"
"255","Likeko","E8","F","Enyelle","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"256","Lokoko4","E80","F","Lokoko4","Adulte",NA,-Inf,-Inf,10,1,"Enyelle"
"2571","Lokoko4","E81","M","Lokoko4","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"2581","Lokoko4","E82","M","Lokoko4","Adulte",NA,-Inf,-Inf,4,1,"Enyelle"
"2591","Lokoko2","E83","F","Lokoko2","Adulte",14470.0891233364,14470.0891233364,14470.0891233364,9,2,"Enyelle"
"260","Lokoko1","E84","F","Enyelle","Adulte",NA,-Inf,-Inf,14,1,"Enyelle"
"266","Likeko","E9","F","Essembo","Adulte",NA,-Inf,-Inf,5,1,"Enyelle"
"269","Lokoko4","E92","F","Lokoko4","Adulte",NA,-Inf,-Inf,5,0,"Enyelle"
"271","Lokoko1","E94","M","Enyelle","Adulte",84841.1609199237,134228.206462348,35454.1153774997,29,4,"Enyelle"
"2731","Lokoko1","E96","F","Bangui_CAR","Personne âgée",NA,-Inf,-Inf,4,0,"Enyelle"
"2741","Lokoko1","E97","F","Bétou","Adulte",NA,-Inf,-Inf,6,1,"Enyelle"
"2751","Lokoko1","E98","F","Bissambi","Adulte",NA,-Inf,-Inf,2,0,"Enyelle"
"2761","Lokoko1","E99","F","Essembo","Adulte",NA,-Inf,-Inf,3,0,"Enyelle"
"424","Wongo5","BE4","M","Ngongou","Adulte",NA,-Inf,-Inf,13,1,"betou"
"818","Wongo5","BE8","F","","Adulte",NA,-Inf,-Inf,11,1,"betou"
"1016","Wongo3","BE10","M","Kenkenze","Adulte",NA,-Inf,-Inf,14,1,"betou"
"1113","Wongo3","BE12","F","","Adulte",NA,-Inf,-Inf,12,1,"betou"
"1213","Wongo2","BE13","M","Bétou","Personne âgée",NA,-Inf,-Inf,13,1,"betou"
"1415","Wongo3","BE15","M","Kenkenze","Adulte",NA,-Inf,-Inf,14,1,"betou"
"1610","Wongo2","BE17","F","Kenkenze","Personne âgée",NA,-Inf,-Inf,11,1,"betou"
"1713","Wongo1","BE18","M","Mongoumba","Adulte",NA,-Inf,-Inf,11,0,"betou"
"1810","Koueta","BE19","F","Wongo1","Personne âgée",NA,-Inf,-Inf,8,0,"betou"
"1911","Wongo1","BE20","M","Mongoumba","Personne âgée",NA,-Inf,-Inf,12,1,"betou"
"2012","Wongo1","BE21","F","","Personne âgée",NA,-Inf,-Inf,12,1,"betou"
"254","Popo3","BE26","M","Bétou","Adulte",11444.9873487737,16988.5136699146,5901.46102763287,10,3,"betou"
"303","Popo1","BE31","M","Bétou","Adulte",16786.1996039867,16786.1996039867,16786.1996039867,15,2,"betou"
"318","Bobo1","BE32","F","Enyelle","Adulte",NA,-Inf,-Inf,19,1,"betou"
"326","Popo1","BE33","F","","Adulte",NA,-Inf,-Inf,10,1,"betou"
"3510","Popo3","BE36","M","Bétou","Adulte",11444.9873487737,16988.5136699146,5901.46102763287,10,3,"betou"
"377","Popo3","BE39","F","Bétou","Adulte",8278.51669856986,8278.51669856986,8278.51669856986,8,2,"betou"
"385","Popo3","BE40","F","Bétou","Adulte",NA,-Inf,-Inf,1,0,"betou"
"463","Bobo1","BE48","M","Bétou","Adulte",NA,-Inf,-Inf,14,1,"betou"
"483","Bobo1","BE50","F","Bétou","Adolescent",NA,-Inf,-Inf,11,1,"betou"
"494","Bobo1","BE51","M","","Adulte",NA,-Inf,-Inf,13,1,"betou"
"504","Bobo1","BE52","F","Bobo1","Adulte",NA,-Inf,-Inf,19,1,"betou"
"555","Ngola3","BE57","F","Mimbelli","Adulte",NA,-Inf,-Inf,12,0,"betou"
"584","Mondika","BE60","M","","Adulte",NA,-Inf,-Inf,32,1,"betou"
"596","Ngola3","BE61","F","Enyelle","Adulte",47609.5202957736,47609.5202957736,47609.5202957736,17,1,"betou"
"615","Wongo5","BE63","M","Kenkenze","Adulte",NA,-Inf,-Inf,9,0,"betou"
"621","Wongo5","BE64","F","","Adolescent",NA,-Inf,-Inf,9,0,"betou"
"633","Wongo5","BE65","F","","Adolescent",NA,-Inf,-Inf,9,0,"betou"
"644","Wongo5","BE66","F","Bétou","Adulte",NA,-Inf,-Inf,9,0,"betou"
"718","Wongo3","BE73","M","","Adulte",NA,-Inf,-Inf,11,0,"betou"
"735","Wongo2","BE75","M","Bétou","Adulte",NA,-Inf,-Inf,23,0,"betou"
"743","Wongo3","BE76","F","","Adulte",NA,-Inf,-Inf,9,0,"betou"
"754","Wongo3","BE77","F","Kenkenze","Adulte",NA,-Inf,-Inf,8,0,"betou"
"774","Wongo2","BE79","F","Kenkenze","Adulte",NA,-Inf,-Inf,10,0,"betou"
"783","Wongo1","BE80","M","","Adulte",NA,-Inf,-Inf,5,0,"betou"
"803","Wongo1","BE82","M","Kenkenze","Adulte",NA,-Inf,-Inf,44,0,"betou"
"824","Wongo1","BE84","F","Mongoumba(Centrafrique)","Adulte",NA,-Inf,-Inf,15,0,"betou"
"844","Koueta","BE86","F","(Centrafrique)","Personne âgée",17023.4994429199,17023.4994429199,17023.4994429199,3,1,"betou"
"885","Koueta","BE90","M","Wongo1","Adulte",17023.4994429199,17023.4994429199,17023.4994429199,18,1,"betou"
"894","Popo2","BE91","F","Wongo2","Adulte",NA,-Inf,-Inf,5,0,"betou"
"917","Popo2","BE93","M","Wongo4","Adulte",NA,-Inf,-Inf,23,0,"betou"
"923","Popo1","BE94","M","","Adulte",16786.1996039867,16786.1996039867,16786.1996039867,17,1,"betou"
"942","Popo1","BE96","F","Bétou","Adulte",NA,-Inf,-Inf,15,0,"betou"
"1004","Bobo1","BE102","F","Bétou","Adulte",20030.300121231,20030.300121231,20030.300121231,18,1,"betou"
"1054","Bobo1","BE107","F","Enyelle","Adulte",41908.8680516593,41908.8680516593,41908.8680516593,12,1,"betou"
"1063","Bobo1","BE108","M","","Adulte",NA,-Inf,-Inf,17,0,"betou"
"1073","Bobo1","BE109","M","Bétou","Adulte",NA,-Inf,-Inf,20,0,"betou"
"1114","Bobo1","BE113","M","Bobo1","Adulte",NA,-Inf,-Inf,14,0,"betou"
"1123","Ngola2","BE114","M","","Adolescent",14245.6387566159,14245.6387566159,14245.6387566159,12,1,"betou"
"1133","Bobo1","BE115","F","Boyelé","Adulte",30969.5840864451,41908.8680516593,20030.300121231,12,2,"betou"
"1153","Ngola2","BE117","F","Bétou","Adulte",14245.6387566159,14245.6387566159,14245.6387566159,13,1,"betou"
"1193","Mondika","BE121","M","Bétou","Adulte",NA,-Inf,-Inf,7,0,"betou"
"1223","Mondika","BE124","F","Bétou","Adolescent",12796.6505218314,12796.6505218314,12796.6505218314,1,1,"betou"
"1234","Mondika","BE125","F","Bétou","Adulte",NA,-Inf,-Inf,8,0,"betou"
"1254","Mondika","BE127","M","Mondika","FALSE",NA,-Inf,-Inf,0,0,"betou"
"1263","Mondika","BE128","M","Bétou","Adolescent",NA,-Inf,-Inf,10,1,"betou"
"1274","Mondika","BE129","F","Bétou","Adulte",NA,-Inf,-Inf,14,1,"betou"
