"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","median","max"
"119","Kakélo2",0,0,"Oui","M86","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31218.3545378526,51756.9057453129
"120","Boua1",0,1,"Non","M69","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2306.38930255378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48740.7224788328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25523.5558906933,48740.7224788328
"121","Kakélo1",0,0,"Oui","M146","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"122","Kakélo6",0,1,"Non","M158","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"123","Atanga",1,1,"Non","M170","F","Macao",NA,"Personne âgée",0,0,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820.7070825687,16245.3167618125
"124","Atanga",0,0,"Oui","M179","M","",NA,"Enfant",0,1189.62061529255,7933.23578343522,13414.890310879,13207.5851184748,7467.34026956874,8433.82904666263,3761.25540820606,4046.18989633476,6995.97727717917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245.3167618125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700.28802650198,16245.3167618125
"125","Boua2",0,0,"Oui","M73","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9372.23789720004,48714.5232436876
"126","Kakélo2",1,1,"Non","M88","M","Bangui",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,6779.67222175919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,51756.9057453129
"127","Malomba",1,1,"Non","M56","F","Macao",NA,"Personne âgée",0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328.28308549739,0,0,0,0,0,38589.2466746511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328.28308549739,38589.2466746511
"128","Kakélo4",0,0,"Non","M120","F","Bangui",NA,"Adolescent",0,0,0,0,0,0,0,0,0,0,0,0,7756.07326036817,2211.02980634604,1750.38603825094,1212.33052015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509.7489234474,0,0,0,0,0,50714.8513661867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4983.55153335711,50714.8513661867
"129","Boua2",0,1,"Non","M121","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,86475.3939933409,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,0,0,0,0,0,0,0,0,54223.313255282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9617.93209006675,86475.3939933409
"130","Kakélo1",0,1,"Non","M139","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,9172.8837897126,9011.84018413536,6877.51579948087,0,0,0,0,2480.03501039679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80023.9692795281,0,0,52276.2931404123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9092.36198692398,80023.9692795281
"131","Moyimbi",0,1,"Non","M8","F","Macao",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.7855742702,35003.7855742702
"132","Mopendé",0,0,"Oui","M43","F","Papé",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600.904756644,0,0,0,0,0,31106.7974446578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23853.8511006509,31106.7974446578
"133","Kakélo1",0,1,"Non","M145","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,9172.8837897126,9011.84018413536,6877.51579948087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9011.84018413536,9172.8837897126
"134","Kakélo6",0,1,"Non","M153","M","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,8148.95067736465,0,2341.8448165916,1797.2539444575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,10411.3955637844
"135","Kakélo5",0,0,"","M102","F","Bangui",0,"FALSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50486.2716079486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50486.2716079486,50486.2716079486
"136","Kakélo6",0,1,"Non","M104","F","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,0,10411.3955637844,10235.1190240658,8148.95067736465,2796.94375733602,2341.8448165916,1797.2539444575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,22658.7100423075,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10235.1190240658,50376.2539772928
"137","Boua2",0,1,"Non","M136","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5575.84522969069,9011.84018413536
"138","Mopendé",0,0,"Oui","M66","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"139","Movossovosso",1,1,"Non","M82","F","Bangui",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,2306.38930255378,2139.85027524602,0,6877.51579948087,6779.67222175919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41137.6217843282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6779.67222175919,41137.6217843282
"140","Kakélo3",1,1,"Non","M141","F","Bangui",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"141","Malomba",0,0,"Oui","M58","M","Molapa_MA",NA,"Enfant",0,0,0,0,0,0,0,0,3665.17937187599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328.28308549739,0,0,0,0,0,38589.2466746511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328.28308549739,38589.2466746511
"142","Bakouengué",0,0,"Oui","M34","F","Bayanga",NA,"Enfant",0,0,0,0,0,2354.70991101907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24156.7445854683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112920.903689219,0,0,0,0,0,0,0,24156.7445854683,112920.903689219
"143","Atanga",0,0,"","M175","F","Macao",NA,"FALSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,32571.7269187918
"144","Boua2",0,1,"Non","M71","F","Bangui",2,"Adulte",0,0,0,0,0,23121.3337144739,0,0,13835.0055367336,10180.0960465773,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,0,0,0,0,0,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9904.07998981736,48714.5232436876
"145","Atanga",0,0,"Oui","M181","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"146","Atanga",0,0,"Oui","M174","M","Macao",NA,"Enfant",0,1189.62061529255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16880.6737670422,32571.7269187918
"147","Kakélo2",0,0,"Oui","M87","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10679.8033303923,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31218.3545378526,51756.9057453129
"148","Papé",0,0,"Oui","M53","F","Papé",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34925.8157462238,34925.8157462238
"149","Boua2",0,1,"Non","M70","M","Bangui",7,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,2139.85027524602,9011.84018413536,8919.50767534176,9372.23789720004,9863.62628293346,9944.53369670127,10235.1190240658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.17275648421,0,0,0,0,19463.9152889166,48714.5232436876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9617.93209006675,48714.5232436876
"150","Atanga",0,0,"Oui","M180","F","Mabonga",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"151","Molapa_MA",0,1,"Non","M18","M","Macao",8,"Adulte",0,0,0,0,0,0,2354.70991101907,0,0,0,0,0,0,0,0,0,0,0,0,114083.612217331,118055.666746253,109043.327784915,0,0,0,0,0,0,0,0,0,0,63337.1112124924,0,0,0,0,0,0,0,25618.6685608506,0,0,75253.1328696012,0,0,0,0,0,0,0,0,0,0,0,0,0,133383.076910343,0,0,0,0,0,0,92148.2303272583,133383.076910343
"152","Molapa_MA",0,0,"Oui","M22","M","Macao",NA,"Enfant",0,0,0,0,0,0,2354.70991101907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13986.6892359348,25618.6685608506
"153","Kakélo6",0,0,"Oui","M160","M","Kakélo6",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"154","Bateké2",0,0,"Oui","M17","M","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26986.3058374308,0,0,0,0,0,20702.8091778309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23844.5575076308,26986.3058374308
"155","Kakélo2",0,0,"Oui","M133","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51756.9057453129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51756.9057453129,51756.9057453129
"156","Bakouengué",0,0,"Oui","M28","M","Macao",NA,"Enfant",0,0,0,0,0,2354.70991101907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24156.7445854683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13255.7272482437,24156.7445854683
"157","Kakélo5",0,0,"Oui","M143","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"158","Bateké2",0,1,"Non","M14","M","Bangui",0,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26986.3058374308,0,0,0,0,0,20702.8091778309,0,0,0,0,0,0,0,0,0,0,71254.2716159108,0,0,0,0,0,0,0,0,0,0,0,0,26986.3058374308,71254.2716159108
"159","Kakélo6",0,0,"Oui","M156","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"160","Kakélo6",0,0,"Oui","M157","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"161","Kakélo6",0,0,"Oui","M109","F","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,8148.95067736465,2796.94375733602,2341.8448165916,1797.2539444575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840.2978704713,0,0,0,0,0,50376.2539772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5472.94721735033,50376.2539772928
"162","Kakélo5",0,0,"Oui","M100","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483.03121989781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567.8787351302,0,0,0,0,0,50486.2716079486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567.8787351302,50486.2716079486
"163","Molapa_MA",0,0,"Oui","M21","F","Macao",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618.6685608506,25618.6685608506
"164","Atanga",0,0,"Oui","M173","M","Macao",NA,"Enfant",0,1189.62061529255,0,13414.890310879,13207.5851184748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571.7269187918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13311.2377146769,32571.7269187918
"165","Kakélo3",0,1,"Non","M148","F","Bangui",NA,"Adulte",0,0,0,0,0,0,0,0,0,0,9540.52380693512,9372.23789720004,7234.46642718377,0,0,0,1212.33052015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51588.0979370855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9372.23789720004,51588.0979370855
"166","Kakélo1",1,1,"Non","M95","F","Bangui",NA,"Personne âgée",0,0,0,0,0,0,0,0,0,0,0,0,6877.51579948087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804.3359712803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8840.92588538061,10804.3359712803
"167","Kakélo3",0,1,"Non","M98","M","Bangui",2,"Adulte",0,0,0,0,0,0,0,0,0,0,0,0,7234.46642718377,0,0,0,0,0,0,0,94810.4071747767,87533.1936763978,0,0,0,0,0,0,0,0,0,0,0,0,11105.4155071314,0,0,0,0,0,51588.0979370855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51588.0979370855,94810.4071747767
"168","Boua1",0,0,"Oui","M200","M","Bangui",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
