"","residence_camp","ref","sex","birthplace","age","children_alive","median_dist","max_dist","region"
"857","Wongo2","BE13","M","Bétou","Personne âgée","5",1785.44450619577,184133.18435564,"Betou"
"858","Wongo2","BE14","M","Kenkenze","Enfant",NA,1785.44450619577,14769.7910184279,"Betou"
"859","Wongo3","BE15","M","Kenkenze","Adulte","2",34710.8123591054,184173.381567898,"Betou"
"860","Wongo2","BE16","M","Kenkenze","Enfant",NA,1785.44450619577,14769.7910184279,"Betou"
"861","Wongo2","BE17","F","Kenkenze","Personne âgée","5",1270.10943228734,184133.18435564,"Betou"
"862","Wongo1","BE18","M","Mongoumba","Adulte","0",1322.90719000218,184514.016595694,"Betou"
"863","Koueta","BE19","F","Wongo1","Personne âgée","5",6057.60574971117,8426.33787066172,"Betou"
"864","Wongo1","BE20","M","Mongoumba","Personne âgée","3",1445.96954455888,184514.016595694,"Betou"
"865","Wongo1","BE21","F","","Personne âgée","3",1322.90719000218,184514.016595694,"Betou"
"866","Popo3","BE22","F","Bétou","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"867","Popo3","BE23","F","Popo","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"868","Popo3","BE24","F","Bétou","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"869","Popo3","BE25","F","Popo","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"870","Popo3","BE26","M","Bétou","Adulte","6",8278.51669856986,47697.8257632452,"Betou"
"871","Popo3","BE27","F","Bétou","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"872","Popo3","BE28","M","Bétou","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"873","Popo3","BE29","F","Bétou","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"874","Popo3","BE30","","Bétou","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"875","Popo1","BE31","M","Bétou","Adulte","7",4522.7202167599,161193.300163803,"Betou"
"876","Bobo1","BE32","F","Enyelle","Adulte","2",6011.74974941151,109919.389543818,"Betou"
"877","Popo1","BE33","F","","Adulte","7",4074.73916670272,23809.6832486286,"Betou"
"878","Bobo1","BE34","F","Bétou","Enfant",NA,6008.33871270013,20030.300121231,"Betou"
"879","Bobo1","BE35","F","Bétou","Enfant",NA,NA,-Inf,"Betou"
"880","Popo3","BE36","M","Bétou","Adulte","6",8278.51669856986,47697.8257632452,"Betou"
"881","Popo3","BE37","F","Bétou","Enfant",NA,7089.98886310136,16988.5136699146,"Betou"
"882","Popo3","BE39","F","Bétou","Adulte","2",7089.98886310136,16988.5136699146,"Betou"
"883","Popo3","BE40","F","Bétou","Adulte","6",47697.8257632452,47697.8257632452,"Betou"
"884","Popo1","BE41","F","Bétou","Enfant",NA,3992.7576761351,16786.1996039867,"Betou"
"885","Popo1","BE42","M","Bétou","Enfant",NA,4156.72065727035,161193.300163803,"Betou"
"886","Popo1","BE43","M","Bétou","Enfant",NA,3992.7576761351,16786.1996039867,"Betou"
"887","Popo1","BE44","M","Popo1","Enfant",NA,3992.7576761351,16786.1996039867,"Betou"
"888","Popo1","BE45","","Bétou","Enfant",NA,4074.73916670272,16786.1996039867,"Betou"
"889","Bobo1","BE46","M","Bétou","Enfant",NA,6008.33871270013,20030.300121231,"Betou"
"890","Bobo1","BE47","M","Mondika","Enfant",NA,6008.33871270013,20030.300121231,"Betou"
"891","Bobo1","BE48","M","Bétou","Adulte","0",6015.1607861229,156387.844005655,"Betou"
"892","Bobo1","BE49","F","Bétou","Enfant",NA,6008.33871270013,20030.300121231,"Betou"
"893","Bobo1","BE50","F","Bétou","Adolescent",NA,6011.74974941151,41908.8680516593,"Betou"
"894","Bobo1","BE51","M","","Adulte","6",6008.33871270013,156387.844005655,"Betou"
"895","Bobo1","BE52","F","Bobo1","Adulte","3",6011.74974941151,156387.844005655,"Betou"
"896","Bobo1","BE53","F","Bobo1","Enfant",NA,NA,-Inf,"Betou"
"897","Ngola3","BE54","M","Bétou","Enfant",NA,5876.50761834792,14395.5356495419,"Betou"
"898","Bobo1","BE55","F","Bobo1","Enfant",NA,20030.300121231,20030.300121231,"Betou"
"899","Bobo1","BE56","M","Mondika","Enfant",NA,20030.300121231,20030.300121231,"Betou"
"900","Ngola3","BE57","F","Mimbelli","Adulte","5",5876.50761834792,14395.5356495419,"Betou"
"901","Ngola3","BE58","M","Bétou","Enfant",NA,5876.50761834792,14395.5356495419,"Betou"
"902","Ngola3","BE59","M","Bétou","Enfant",NA,5876.50761834792,14395.5356495419,"Betou"
"903","Mondika","BE60","M","","Adulte","2",23276.0867580672,114016.178880455,"Betou"
"904","Ngola3","BE61","F","Enyelle","Adulte","0",6967.40214750899,47609.5202957736,"Betou"
"905","Ngola3","BE62","M","Enyelle","Enfant",NA,5882.54864260976,47609.5202957736,"Betou"
"906","Wongo5","BE63","M","Kenkenze","Adulte",NA,2401.7019833776,15188.9594725149,"Betou"
"907","Wongo5","BE64","F","","Adolescent",NA,1751.32570354564,2401.7019833776,"Betou"
"908","Wongo5","BE65","F","","Adolescent",NA,1751.32570354564,2401.7019833776,"Betou"
"909","Wongo5","BE66","F","Bétou","Adulte",NA,1751.32570354564,2401.7019833776,"Betou"
"910","Wongo5","BE67","M","","Enfant",NA,2401.7019833776,15188.9594725149,"Betou"
"911","Wongo3","BE68","F","Kenkenze","Enfant",NA,NA,-Inf,"Betou"
"912","Wongo3","BE69","F","Kenkenze","Enfant",NA,8499.24464477434,14756.3570286135,"Betou"
"913","Wongo3","BE70","F","Kenkenze","Enfant",NA,8499.24464477434,14756.3570286135,"Betou"
"914","Wongo3","BE71","M","Kenkenze","Enfant",NA,NA,-Inf,"Betou"
"915","Wongo3","BE72","M","Kenkenze","Enfant",NA,8499.24464477434,14756.3570286135,"Betou"
"916","Wongo3","BE73","M","","Adulte",NA,1727.05103654854,14756.3570286135,"Betou"
"917","Wongo3","BE74","M","Kenkenze","Enfant",NA,8499.24464477434,14756.3570286135,"Betou"
"918","Wongo2","BE75","M","Bétou","Adulte",NA,14769.7910184279,24434.4615972653,"Betou"
"919","Wongo3","BE76","F","","Adulte",NA,1727.05103654854,14756.3570286135,"Betou"
"920","Wongo3","BE77","F","Kenkenze","Adulte",NA,1727.05103654854,14756.3570286135,"Betou"
"921","Wongo2","BE78","M","Kenkenze","Enfant",NA,NA,-Inf,"Betou"
"922","Wongo2","BE79","F","Kenkenze","Adulte",NA,1270.10943228734,2300.77958010419,"Betou"
"923","Wongo1","BE80","M","","Adulte",NA,1209.85409761019,1569.03189911559,"Betou"
"924","Wongo1","BE81","M","Kenkenze","Enfant",NA,14502.5608383559,14502.5608383559,"Betou"
"925","Wongo1","BE82","M","Kenkenze","Adulte",NA,164588.650316218,337529.623445679,"Betou"
"926","Wongo1","BE83","M","Moualé","Enfant",NA,14502.5608383559,14502.5608383559,"Betou"
"927","Wongo1","BE84","F","Mongoumba(Centrafrique)","Adulte",NA,1096.80100521821,1322.90719000218,"Betou"
"928","Wongo1","BE85","M","Kenkenze","Enfant",NA,8035.79636873574,14502.5608383559,"Betou"
"929","Koueta","BE86","F","(Centrafrique)","Personne âgée",NA,17023.4994429199,17023.4994429199,"Betou"
"930","Koueta","BE87","M","","Enfant",NA,17023.4994429199,17023.4994429199,"Betou"
"931","Koueta","BE88","F","","Enfant",NA,17023.4994429199,17023.4994429199,"Betou"
"932","Koueta","BE89","M","","Enfant",NA,17023.4994429199,17023.4994429199,"Betou"
"933","Koueta","BE90","M","Wongo1","Adulte",NA,8923.12266584977,20889.6774969077,"Betou"
"934","Popo2","BE91","F","Wongo2","Adulte",NA,NA,-Inf,"Betou"
"935","Popo2","BE92","F","Wongo3","Enfant",NA,NA,-Inf,"Betou"
"936","Popo2","BE93","M","Wongo4","Adulte",NA,8964.06101662725,49738.0831856771,"Betou"
"937","Popo1","BE94","M","","Adulte",NA,5028.08151536222,45920.2204447816,"Betou"
"938","Popo2","BE95","F","Popo","Enfant",NA,17025.4058851369,17025.4058851369,"Betou"
"939","Popo1","BE96","F","Bétou","Adulte",NA,5028.08151536222,45920.2204447816,"Betou"
"940","Popo2","BE97","M","Wongo","Enfant",NA,17025.4058851369,17025.4058851369,"Betou"
"941","Popo1","BE98","F","","Enfant",NA,5022.49325228549,16786.1996039867,"Betou"
"942","Popo1","BE99","M","","Enfant",NA,5285.32030374357,16786.1996039867,"Betou"
"943","Bobo1","BE100","F","Bétou","Enfant",NA,6008.33871270013,41908.8680516593,"Betou"
"944","Bobo1","BE101","F","Bétou","Enfant",NA,NA,-Inf,"Betou"
"945","Bobo1","BE102","F","Bétou","Adulte",NA,6015.1607861229,457575.738900553,"Betou"
"946","Bobo1","BE103","F","Enyelle","Enfant",NA,5948.46418978587,6015.1607861229,"Betou"
"947","Bobo1","BE104","M","Mokabi","Enfant",NA,NA,-Inf,"Betou"
"948","Bobo1","BE105","M","Bobo1","Enfant",NA,6011.74974941151,41908.8680516593,"Betou"
"949","Bobo1","BE106","F","Enyelle","Enfant",NA,NA,-Inf,"Betou"
"950","Bobo1","BE107","F","Enyelle","Adulte",NA,6008.33871270013,457575.738900553,"Betou"
"951","Bobo1","BE108","M","","Adulte",NA,6008.33871270013,41908.8680516593,"Betou"
"952","Bobo1","BE109","M","Bétou","Adulte",NA,7627.8366487665,41908.8680516593,"Betou"
"953","Bobo1","BE110","M","","Enfant",NA,6008.33871270013,20030.300121231,"Betou"
"954","Bobo1","BE111","F","","Enfant",NA,20030.300121231,20030.300121231,"Betou"
"955","Bobo1","BE112","","Bobo1","Enfant",NA,NA,-Inf,"Betou"
"956","Bobo1","BE113","M","Bobo1","Adulte",NA,6008.33871270013,41908.8680516593,"Betou"
"957","Ngola2","BE114","M","","Adolescent",NA,5993.70687446804,14245.6387566159,"Betou"
"958","Bobo1","BE115","F","Boyelé","Adulte",NA,13022.730453677,64177.1727224624,"Betou"
"959","Bobo1","BE116","M","","Enfant",NA,6011.74974941151,41908.8680516593,"Betou"
"960","Ngola2","BE117","F","Bétou","Adulte",NA,6015.1607861229,47753.6730646294,"Betou"
"961","Mondika","BE118","F","Bétou","Enfant",NA,NA,-Inf,"Betou"
"962","Mondika","BE119","M","Bétou","Enfant",NA,NA,-Inf,"Betou"
"963","Mondika","BE120","F","Bétou","Enfant",NA,NA,-Inf,"Betou"
"964","Mondika","BE121","M","Bétou","Adulte",NA,7466.00514717616,49229.383807769,"Betou"
"965","Mondika","BE122","F","Bétou","Enfant",NA,3375.2848820516,3375.2848820516,"Betou"
"966","Mondika","BE123","F","Bétou","Enfant",NA,12796.6505218314,12796.6505218314,"Betou"
"967","Mondika","BE124","F","Bétou","Adolescent",NA,12796.6505218314,12796.6505218314,"Betou"
"968","Mondika","BE125","F","Bétou","Adulte",NA,7486.77405207569,49229.383807769,"Betou"
"969","Mondika","BE126","F","Mondika","Enfant",NA,1551.65516219583,12796.6505218314,"Betou"
"970","Mondika","BE127","M","Mondika","FALSE",NA,NA,-Inf,"Betou"
"971","Mondika","BE128","M","Bétou","Adolescent","0",4523.27512960132,7486.77405207569,"Betou"
"972","Mondika","BE129","F","Bétou","Adulte","2",7445.23624227663,162980.617098377,"Betou"
