"","Nom.du.campement.coded","Tranche.d.age","MY.REFERENCE","Sexe","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....1","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.morts","Lieu.de.naissance.coded","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","median","max"
"153","Macao_camp6","Adulte","M353","F",1,"4","3","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28417.3136676547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,28417.3136676547,28417.3136676547
"154","Macao_camp8","Adulte","M354","F",1,"6","4","Thanry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575.2458818185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,28575.2458818185,28575.2458818185
"155","Macao_camp8","Adolescent","M355","M",0,"","","Pape",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575.2458818185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575.2458818185,28575.2458818185
"156","Macao_camp2","","M356","",0,"","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"157","Macao_camp9","Adulte","M357","",1,"3","0","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19102.5566154844,0,0,0,0,0,28506.7770502886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23804.6668328865,28506.7770502886
"158","Macao_camp9","Adulte","M359","M",1,"3","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19102.5566154844,0,0,0,0,1149.65659820084,28506.7770502886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19102.5566154844,28506.7770502886
"159","Macao_camp10","Adulte","M360","F",1,"5","5","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19824.0719872415,0,0,0,0,0,27783.0722781368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,23803.5721326891,27783.0722781368
"160","Macao_camp4","Adolescent","M361","F",1,"2","0","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27877.0563641224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27877.0563641224,27877.0563641224
"161","Pape_village","Adulte","M362","M",1,"0","0","Berandjokou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46777.5163593986,46777.5163593986
"162","Macao_camp10","Adulte","M363","M",1,"1","2","Macao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19824.0719872415,0,0,0,0,0,27783.0722781368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23803.5721326891,27783.0722781368
"163","Pape_village","Adolescent","M364","F",1,"0","0","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17602.3146152677,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32189.9154873331,46777.5163593986
"164","Pape_village","Adolescent","M365","M",1,"0","0","Berandjokou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,-Inf
"165","Pape_village","Adolescent","M366","F",1,"0","0","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.54885815451,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,24080.5326087765,46777.5163593986
"166","Pape_village","Personne âgée","M367","M",1,"3","5","Bangui-motaba",92723.5738509,0,0,80087.5016197211,0,0,0,0,0,93402.7460858938,0,0,0,42057.3906002639,0,1383.54885815451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52073.3069587631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129049.520639194,125081.971851951,0,0,0,0,0,0,0,86405.5377353105,129049.520639194
"167","Pape_village","Adulte","M368","M",1,"4","0","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.54885815451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.54885815451,1383.54885815451
"168","Pape_village","Adolescent","M369","F",1,"4","0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.54885815451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1383.54885815451,1383.54885815451
"169","Pape_village","Adulte","M370","F",1,"4","0","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.54885815451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1383.54885815451,1383.54885815451
"170","Pape_village","Personne âgée","M370","F",1,"1","4","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.54885815451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1383.54885815451,1383.54885815451
"171","Pape_village","Personne âgée","M372","M",1,"4","1","Pape_village",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.54885815451,0,0,0,0,0,46777.5163593986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,24080.5326087765,46777.5163593986
"172","Bayamoto","","M400","F",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-Inf
"173","Bete2","Adolescent","M375","",0,"","","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394.7841456143,0,0,0,0,0,46378.5853212635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,23886.6847334389,46378.5853212635
"174","Bete1","Adulte","M374","M",1,"1","0","Bangui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,-Inf
