"","my_ref","mother","father","spouse","sibling","sib1","sib2","sib3","sib4","sib5","sib6","sib7","sib8","sib9","sib10"
"622","E278","E277","E279","0","E273,E274,E275","E273","E274","E275","","","","","","",""
"623","E279","0","0","E277","","","","","","","","","","",""
"624","E28","E29","0","0","E27","E27","","","","","","","","",""
"625","E29","E71","0","0","","","","","","","","","","",""
"626","E3","E51","0","0","E1","E1","","","","","","","","",""
"627","E31","0","0","0","","","","","","","","","","",""
"628","E32","E37","0","0","E35,E36","E35","E36","","","","","","","",""
"629","E33","0","0","0","","","","","","","","","","",""
"630","E34","0","0","0","","","","","","","","","","",""
"631","E35","E37","0","0","E32,E36","E32","E36","","","","","","","",""
"632","E36","E37","0","0","E32,E35","E32","E35","","","","","","","",""
"633","E37","0","0","0","","","","","","","","","","",""
"634","E38","E39","0","0","","","","","","","","","","",""
"635","E39","0","0","0","","","","","","","","","","",""
"636","E4","0","0","0","","","","","","","","","","",""
"637","E40","0","0","0","","","","","","","","","","",""
"638","E41","0","0","0","","","","","","","","","","",""
"639","E42","E40","0","0","E43,E44","E43","E44","","","","","","","",""
"640","E43","E40","0","0","E42,E44","E42","E44","","","","","","","",""
"641","E44","E40","0","0","E42,E43","E42","E43","","","","","","","",""
"642","E45","0","0","E50","","","","","","","","","","",""
"643","E46","E47","0","0","","","","","","","","","","",""
"644","E47","0","0","0","","","","","","","","","","",""
"645","E48","E50","E45","0","","","","","","","","","","",""
"646","E49","0","0","0","","","","","","","","","","",""
"647","E5","0","0","0","","","","","","","","","","",""
"648","E50","0","0","E45","","","","","","","","","","",""
"649","E51","E2","0","0","E70","E70","","","","","","","","",""
"650","E52","0","0","0","","","","","","","","","","",""
"651","E53","E65","0","E59","E68","E68","","","","","","","","",""
"652","E54","0","0","0","","","","","","","","","","",""
"653","E55","E59","E53","0","E56,E57","E56","E57","","","","","","","",""
"654","E56","E59","E53","0","E55,E57","E55","E57","","","","","","","",""
"655","E57","E59","E53","0","E55,E56","E55","E56","","","","","","","",""
"656","E58","0","0","E68","","","","","","","","","","",""
"657","E59","E54","0","E53","E81","E81","","","","","","","","",""
"658","E6","E8","0","0","E7","E7","","","","","","","","",""
"659","E60","0","0","0","","","","","","","","","","",""
"660","E61","E68","E58","0","E66,E67","E66","E67","","","","","","","",""
"661","E62","0","0","E64","","","","","","","","","","",""
"662","E63","0","0","0","","","","","","","","","","",""
"663","E64","0","0","E62","","","","","","","","","","",""
"664","E65","0","0","0","","","","","","","","","","",""
"665","E66","E68","E58","0","E61,E67","E61","E67","","","","","","","",""
"666","E67","E68","E58","0","E61,E66","E61","E66","","","","","","","",""
"667","E68","E65","0","E58","E53","E53","","","","","","","","",""
"668","E69","0","E63","0","E72","E72","","","","","","","","",""
"669","E7","E8","0","0","E6","E6","","","","","","","","",""
"670","E70","E2","0","0","E51","E51","","","","","","","","",""
"671","E71","0","0","0","","","","","","","","","","",""
"672","E72","0","E63","0","E69","E69","","","","","","","","",""
"673","E73","0","0","E84","","","","","","","","","","",""
"674","E74","E83","0","0","","","","","","","","","","",""
"675","E75","E76","E78","0","E77","E77","","","","","","","","",""
"676","E76","0","0","E78","","","","","","","","","","",""
"677","E77","E76","E78","0","E75","E75","","","","","","","","",""
"678","E78","0","0","0","","","","","","","","","","",""
"679","E79","E79","E82","0","","","","","","","","","","",""
"680","E8","0","0","0","","","","","","","","","","",""
"681","E80","0","0","E82","","","","","","","","","","",""
"682","E81","E54","0","E92","E59","E59","","","","","","","","",""
"683","E82","0","0","E80","","","","","","","","","","",""
"684","E83","0","0","E74","","","","","","","","","","",""
"685","E84","0","0","E73","","","","","","","","","","",""
"686","E85","E92","E81","0","E86,E87,E91,E93","E86","E87","E91","E93","","","","","",""
"687","E86","E92","E81","0","E85,E87,E91,E93","E85","E87","E91","E93","","","","","",""
"688","E87","E92","E81","0","E85,E86,E91,E93","E85","E86","E91","E93","","","","","",""
"689","E88","E84","E73","0","E89,E90","E89","E90","","","","","","","",""
"690","E89","E84","E73","0","E88,E90","E88","E90","","","","","","","",""
"691","E9","0","0","E11","","","","","","","","","","",""
"692","E90","E84","E73","0","E88,E89","E88","E89","","","","","","","",""
"693","E91","E92","E81","0","E85,E86,E87,E93","E85","E86","E87","E93","","","","","",""
"694","E92","0","0","E81","","","","","","","","","","",""
"695","E93","E92","E81","0","E85,E86,E87,E91","E85","E86","E87","E91","","","","","",""
"696","E94","0","0","E99","","","","","","","","","","",""
"697","E95","E97","0","0","","","","","","","","","","",""
"698","E96","0","0","0","","","","","","","","","","",""
"699","E97","E96","0","0","E102,E99","E102","E99","","","","","","","",""
"700","E98","0","0","0","","","","","","","","","","",""
"701","E99","E96","0","E94","E102,E97","E102","E97","","","","","","","",""
"702","M1","0","0","M2","","","","","","","","","","",""
"703","M10","M8","M7","0","M9","M9","","","","","","","","",""
"704","M100","M99","0","0","","","","","","","","","","",""
"705","M101","0","0","0","","","","","","","","","","",""
"706","M102","M148","M140","0","M149","M149","","","","","","","","",""
"707","M103","0","0","M104","","","","","","","","","","",""
"708","M104","0","0","M103","","","","","","","","","","",""
"709","M105","M104","M103","0","M106,M209","M106","M209","","","","","","","",""
"710","M106","M104","M103","0","M105,M209","M105","M209","","","","","","","",""
"711","M107","0","0","M108","","","","","","","","","","",""
"712","M108","0","0","M107","","","","","","","","","","",""
"713","M109","M108","M107","0","M110","M110","","","","","","","","",""
"714","M11","0","0","0","","","","","","","","","","",""
"715","M110","M108","M107","0","M109","M109","","","","","","","","",""
"716","M111","0","0","0","","","","","","","","","","",""
"717","M112","M111","0","0","M113","M113","","","","","","","","",""
"718","M113","M111","0","0","M112","M112","","","","","","","","",""
"719","M115","0","0","0","","","","","","","","","","",""
"720","M116","0","0","0","","","","","","","","","","",""
"721","M117","M116","0","0","M118,M119,M120","M118","M119","M120","","","","","","",""
"722","M118","M116","0","0","M117,M119,M120","M117","M119","M120","","","","","","",""
"723","M119","M116","0","0","M117,M118,M120","M117","M118","M120","","","","","","",""
"724","M12","0","0","0","","","","","","","","","","",""
"725","M120","M116","0","0","M117,M118,M119","M117","M118","M119","","","","","","",""
"726","M121","0","0","M122","","","","","","","","","","",""
"727","M122","0","0","M121","","","","","","","","","","",""
"728","M123","M122","M121","0","M124,M125","M124","M125","","","","","","","",""
"729","M124","M122","M121","0","M123,M125","M123","M125","","","","","","","",""
"730","M125","M122","M121","0","M123,M124","M123","M124","","","","","","","",""
"731","M126","0","0","M127","","","","","","","","","","",""
"732","M127","0","0","M126","","","","","","","","","","",""
"733","M128","M127","M126","0","M129","M129","","","","","","","","",""
"734","M129","M127","M126","0","M128","M128","","","","","","","","",""
"735","M13","M12","0","0","","","","","","","","","","",""
"736","M130","0","0","M136","","","","","","","","","","",""
"737","M131","0","0","M132","","","","","","","","","","",""
"738","M132","0","0","M131","","","","","","","","","","",""
"739","M133","M132","M131","0","M134,M135","M134","M135","","","","","","","",""
"740","M134","M132","M131","0","M133,M135","M133","M135","","","","","","","",""
"741","M135","M132","M131","0","M133,M134","M133","M134","","","","","","","",""
"742","M136","0","0","M130","","","","","","","","","","",""
"743","M137","0","0","M69","","","","","","","","","","",""
"744","M138","M137","M69","0","","","","","","","","","","",""
"745","M139","0","0","M145","","","","","","","","","","",""
"746","M14","0","0","M15","","","","","","","","","","",""
"747","M140","0","0","M148","","","","","","","","","","",""
"748","M141","0","0","0","","","","","","","","","","",""
"749","M142","0","0","0","","","","","","","","","","",""
"750","M143","0","0","0","","","","","","","","","","",""
"751","M144","0","0","0","","","","","","","","","","",""
"752","M145","0","0","M139","","","","","","","","","","",""
"753","M146","M145","M139","0","M147","M147","","","","","","","","",""
"754","M147","M145","M139","0","M146","M146","","","","","","","","",""
"755","M148","0","0","M140","","","","","","","","","","",""
"756","M149","M148","M140","0","M102","M102","","","","","","","","",""
"757","M15","0","0","M14","","","","","","","","","","",""
"758","M150","0","0","M151","","","","","","","","","","",""
"759","M151","0","0","M150","","","","","","","","","","",""
"760","M152","M151","M150","0","","","","","","","","","","",""
"761","M153","0","0","M154","","","","","","","","","","",""
"762","M154","0","0","M153","","","","","","","","","","",""
"763","M155","M154","M153","0","M156,M157","M156","M157","","","","","","","",""
"764","M156","M154","M153","0","M155,M157","M155","M157","","","","","","","",""
"765","M157","M154","M153","0","M155,M156","M155","M156","","","","","","","",""
"766","M158","0","0","M159","","","","","","","","","","",""
"767","M159","0","0","M158","","","","","","","","","","",""
"768","M16","0","0","0","","","","","","","","","","",""
"769","M160","M159","M158","0","","","","","","","","","","",""
"770","M161","0","0","M162","","","","","","","","","","",""
"771","M162","0","0","M161","","","","","","","","","","",""
"772","M163","M162","M161","0","M164,M165,M166","M164","M165","M166","","","","","","",""
"773","M164","M162","M161","0","M163,M165,M166","M163","M165","M166","","","","","","",""
"774","M165","M162","M161","0","M163,M164,M166","M163","M164","M166","","","","","","",""
"775","M166","M162","M161","0","M163,M164,M165","M163","M164","M165","","","","","","",""
"776","M167","0","0","0","","","","","","","","","","",""
"777","M168","0","M167","0","M169","M169","","","","","","","","",""
"778","M169","0","M167","0","M168","M168","","","","","","","","",""
"779","M17","0","0","0","","","","","","","","","","",""
"780","M170","0","0","0","","","","","","","","","","",""
"781","M171","0","0","0","","","","","","","","","","",""
"782","M172","M171","0","0","M173,M174,M175","M173","M174","M175","","","","","","",""
"783","M173","M171","0","0","M172,M174,M175","M172","M174","M175","","","","","","",""
"784","M174","M171","0","0","M172,M173,M175","M172","M173","M175","","","","","","",""
"785","M175","M171","0","0","M172,M173,M174","M172","M173","M174","","","","","","",""
"786","M176","0","0","0","","","","","","","","","","",""
"787","M177","0","NGANGOU PAUL","0","M181","M181","","","","","","","","",""
"788","M178","M177","0","0","","","","","","","","","","",""
"789","M179","M178","0","0","","","","","","","","","","",""
"790","M18","0","0","M19","","","","","","","","","","",""
"791","M180","M179","0","0","","","","","","","","","","",""
"792","M181","M180","NGANGOU PAUL","0","M177","M177","","","","","","","","",""
"793","M19","0","0","M18","","","","","","","","","","",""
"794","M2","0","0","M1","","","","","","","","","","",""
"795","M20","M19","M18","0","M21,M22,M23","M21","M22","M23","","","","","","",""
"796","M200","M68","M67","","","","","","","","","","","",""
"797","M21","M19","M18","0","M20,M22,M23","M20","M22","M23","","","","","","",""
"798","M22","M19","M18","0","M20,M21,M23","M20","M21","M23","","","","","","",""
"799","M23","M19","M18","0","M20,M21,M22","M20","M21","M22","","","","","","",""
"800","M24","0","0","M25","","","","","","","","","","",""
"801","M25","0","0","M24","","","","","","","","","","",""
"802","M26","0","0","0","","","","","","","","","","",""
"803","M27","M26","0","0","M28,M29,M30","M28","M29","M30","","","","","","",""
"804","M28","M26","0","0","M27,M29,M30","M27","M29","M30","","","","","","",""
"805","M29","M26","0","0","M27,M28,M30","M27","M28","M30","","","","","","",""
"806","M3","M1","M2","0","M4","M4","","","","","","","","",""
"807","M30","M26","0","0","M27,M28,M29","M27","M28","M29","","","","","","",""
"808","M31","0","0","M32","","","","","","","","","","",""
"809","M32","0","0","M31","","","","","","","","","","",""
"810","M33","0","0","M36","","","","","","","","","","",""
"811","M34","M32","M31","0","","","","","","","","","","",""
"812","M36","0","0","M33","","","","","","","","","","",""
"813","M37","M36","M33","0","M41","M41","","","","","","","","",""
"814","M39","0","0","M41","","","","","","","","","","",""
"815","M4","M1","M2","0","M3","M3","","","","","","","","",""
"816","M41","M36","M33","M39","M37","M37","","","","","","","","",""
"817","M43","M41","M39","0","","","","","","","","","","",""
"818","M45","0","0","0","","","","","","","","","","",""
"819","M47","0","0","0","","","","","","","","","","",""
"820","M49","0","0","0","","","","","","","","","","",""
"821","M5","0","0","0","","","","","","","","","","",""
"822","M50","0","0","0","","","","","","","","","","",""
"823","M53","0","0","0","","","","","","","","","","",""
"824","M54","0","0","M56","","","","","","","","","","",""
"825","M56","0","0","M54","","","","","","","","","","",""
"826","M58","M56","M54","0","M61","M61","","","","","","","","",""
"827","M6","0","0","0","","","","","","","","","","",""
"828","M61","M56","M54","0","M58","M58","","","","","","","","",""
"829","M62","0","0","M63","","","","","","","","","","",""
"830","M63","0","0","M62","","","","","","","","","","",""
"831","M64","M63","M62","0","","","","","","","","","","",""
"832","M65","MAPEMÉ MARINA","NDJAMBENGO GISCARD","0","","","","","","","","","","",""
"833","M66","0","0","0","","","","","","","","","","",""
"834","M67","0","0","M68","","","","","","","","","","",""
"835","M68","0","0","M67","","","","","","","","","","",""
"836","M69","0","0","M137","","","","","","","","","","",""
"837","M7","0","0","M8","","","","","","","","","","",""
"838","M70","0","0","M90,M71","","","","","","","","","","",""
"839","M71","0","0","M70","","","","","","","","","","",""
"840","M72","M71","M70","0","M73,M76,M77,M78,M79,M80,M91","M73","M76","M77","M78","M79","M80","M91","","",""
"841","M73","M71","M70","0","M72,M76,M77,M78,M79,M80,M91","M72","M76","M77","M78","M79","M80","M91","","",""
"842","M74","0","0","M75","","","","","","","","","","",""
"843","M75","0","0","M74","","","","","","","","","","",""
"844","M76","M71","M70","0","M72,M73,M77,M78,M79,M80,M91","M72","M73","M77","M78","M79","M80","M91","","",""
"845","M77","M71","M70","0","M72,M73,M76,M78,M79,M80,M91","M72","M73","M76","M78","M79","M80","M91","","",""
"846","M78","M71","M70","0","M72,M73,M76,M77,M79,M80,M91","M72","M73","M76","M77","M79","M80","M91","","",""
"847","M79","M71","M70","0","M72,M73,M76,M77,M78,M80,M91","M72","M73","M76","M77","M78","M80","M91","","",""
"848","M8","0","0","M7","","","","","","","","","","",""
"849","M80","M71","M70","0","M72,M73,M76,M77,M78,M79,M91","M72","M73","M76","M77","M78","M79","M91","","",""
"850","M81","0","0","0","","","","","","","","","","",""
"851","M82","0","0","0","","","","","","","","","","",""
"852","M83","0","0","M84","","","","","","","","","","",""
"853","M84","0","0","M83","","","","","","","","","","",""
"854","M85","M84","M83","0","M86,M87","M86","M87","","","","","","","",""
"855","M86","M84","M83","0","M85,M87","M85","M87","","","","","","","",""
"856","M87","M84","M83","0","M85,M86","M85","M86","","","","","","","",""
"857","M88","0","0","0","","","","","","","","","","",""
"858","M89","0","0","0","","","","","","","","","","",""
"859","M9","M8","M7","0","M10","M10","","","","","","","","",""
"860","M90","0","0","M70","","","","","","","","","","",""
"861","M91","M90","M70","0","M72,M73,M76,M77,M78,M79,M80","M72","M73","M76","M77","M78","M79","M80","","",""
"862","M92","0","0","0","","","","","","","","","","",""
"863","M93","M92","0","0","","","","","","","","","","",""
"864","M94","0","0","M95","","","","","","","","","","",""
"865","M95","0","0","M94","","","","","","","","","","",""
"866","M96","0","0","M97","","","","","","","","","","",""
"867","M97","0","0","M96","","","","","","","","","","",""
"868","M98","M97","M96","0","M271","M271","","","","","","","","",""
"869","M99","0","0","0","","","","","","","","","","",""
"870","MI1","MI13","MI10","0","MI2","MI2","","","","","","","","",""
"871","MI10","0","0","MI13","","","","","","","","","","",""
"872","MI100","MI99","MI96","0","MI94,MI95,MI97","MI94","MI95","MI97","","","","","","",""
"873","MI101","MI106","MI98","0","MI102,MI103,MI104","MI102","MI103","MI104","","","","","","",""
"874","MI102","MI106","MI98","0","MI101,MI103,MI104","MI101","MI103","MI104","","","","","","",""
"875","MI103","MI106","MI98","0","MI101,MI102,MI104","MI101","MI102","MI104","","","","","","",""
"876","MI104","MI106","MI98","0","MI101,MI102,MI103","MI101","MI102","MI103","","","","","","",""
"877","MI105","0","0","0","","","","","","","","","","",""
"878","MI106","0","0","MI98","","","","","","","","","","",""
"879","MI107","0","0","MI115","","","","","","","","","","",""
"880","MI108","MI110","MI113","0","MI111,MI112","MI111","MI112","","","","","","","",""
"881","MI109","0","0","MI116","","","","","","","","","","",""
"882","MI11","0","0","0","","","","","","","","","","",""
"883","MI110","0","0","MI113","","","","","","","","","","",""
"884","MI111","MI110","MI113","0","MI108,MI112","MI108","MI112","","","","","","","",""
"885","MI112","MI110","MI113","0","MI108,MI111","MI108","MI111","","","","","","","",""
"886","MI113","MI115","MI107","MI110","","","","","","","","","","",""
"887","MI114","0","0","MI117","","","","","","","","","","",""
"888","MI115","MI105","0","MI107","MI98","MI98","","","","","","","","",""
"889","MI116","0","0","MI109","","","","","","","","","","",""
"890","MI117","0","0","MI114","","","","","","","","","","",""
"891","MI118","MI117","MI114","0","","","","","","","","","","",""
"892","MI119","MI122","MI123","0","MI120,MI121","MI120","MI121","","","","","","","",""
"893","MI12","0","0","MI7","","","","","","","","","","",""
"894","MI120","MI122","MI123","0","MI119,MI121","MI119","MI121","","","","","","","",""
"895","MI121","MI122","MI123","0","MI119,MI120","MI119","MI120","","","","","","","",""
"896","MI122","0","0","MI123","","","","","","","","","","",""
"897","MI123","0","0","MI122","","","","","","","","","","",""
"898","MI124","MI128","0","0","MI125,MI126","MI125","MI126","","","","","","","",""
"899","MI125","MI128","0","MI129","MI124,MI126","MI124","MI126","","","","","","","",""
"900","MI126","MI128","0","0","MI124,MI125","MI124","MI125","","","","","","","",""
"901","MI127","0","0","MI133","","","","","","","","","","",""
"902","MI128","0","0","0","","","","","","","","","","",""
"903","MI129","0","0","MI125","","","","","","","","","","",""
"904","MI13","0","0","MI10","","","","","","","","","","",""
"905","MI130","MI129","MI125","0","MI131,MI132","MI131","MI132","","","","","","","",""
"906","MI131","MI129","MI125","0","MI130,MI132","MI130","MI132","","","","","","","",""
"907","MI132","MI129","MI125","0","MI130,MI131","MI130","MI131","","","","","","","",""
"908","MI133","0","0","MI127","","","","","","","","","","",""
"909","MI14","MI18","0","0","","","","","","","","","","",""
"910","MI15","0","0","0","","","","","","","","","","",""
"911","MI16","MI26","MI25","0","","","","","","","","","","",""
"912","MI17","0","0","MI21","","","","","","","","","","",""
"913","MI18","0","0","0","","","","","","","","","","",""
"914","MI19","0","0","0","","","","","","","","","","",""
"915","MI2","MI13","MI10","0","MI1","MI1","","","","","","","","",""
"916","MI20","MI92","MI88","MI203","MI93","MI93","","","","","","","","",""
"917","MI21","0","0","MI17","","","","","","","","","","",""
"918","MI22","0","0","MI189","","","","","","","","","","",""
"919","MI23","MI28","MI29","0","MI24,MI27,MI99,MI222,MI223,MI224","MI24","MI27","MI99","MI222","MI223","MI224","","","",""
"920","MI24","MI28","MI29","0","MI23,MI27,MI99,MI222,MI223,MI224","MI23","MI27","MI99","MI222","MI223","MI224","","","",""
"921","MI25","0","0","MI26","","","","","","","","","","",""
"922","MI26","0","0","MI25","","","","","","","","","","",""
"923","MI27","MI28","MI29","0","MI23,MI24,MI99,MI222,MI223,MI224","MI23","MI24","MI99","MI222","MI223","MI224","","","",""
"924","MI28","0","0","MI27","","","","","","","","","","",""
"925","MI29","0","0","MI24","","","","","","","","","","",""
"926","MI3","MI6","0","0","MI4,MI5","MI4","MI5","","","","","","","",""
"927","MI30","MI44","MI41","0","MI32,MI34,MI38,MI43","MI32","MI34","MI38","MI43","","","","","",""
"928","MI31","0","0","0","","","","","","","","","","",""
"929","MI32","MI44","MI41","0","MI30,MI34,MI38,MI43","MI30","MI34","MI38","MI43","","","","","",""
"930","MI34","MI44","MI41","0","MI30,MI32,MI38,MI43","MI30","MI32","MI38","MI43","","","","","",""
"931","MI35","MI38","MI39","0","MI36,MI37,MI40","MI36","MI37","MI40","","","","","","",""
"932","MI36","MI38","MI39","0","MI35,MI37,MI40","MI35","MI37","MI40","","","","","","",""
"933","MI37","MI38","MI39","0","MI35,MI36,MI40","MI35","MI36","MI40","","","","","","",""
"934","MI38","MI44","MI41","MI39","MI30,MI32,MI34,MI43","MI30","MI32","MI34","MI43","","","","","",""
"935","MI39","0","0","MI38","","","","","","","","","","",""
"936","MI4","MI6","0","0","MI3,MI5","MI3","MI5","","","","","","","",""
"937","MI40","MI38","MI39","0","MI35,MI36,MI37","MI35","MI36","MI37","","","","","","",""
"938","MI41","0","0","MI44","","","","","","","","","","",""
"939","MI42","MI43","0","0","MI46","MI46","","","","","","","","",""
"940","MI43","MI44","MI41","MI45","MI30,MI32,MI34,MI38","MI30","MI32","MI34","MI38","","","","","",""
"941","MI44","0","0","MI41","","","","","","","","","","",""
"942","MI45","0","0","MI43","","","","","","","","","","",""
"943","MI46","MI43","MI45","0","MI42","MI42","","","","","","","","",""
"944","MI47","MI53","MI50","MI48","MI49,MI51,MI52,MI54","MI49","MI51","MI52","MI54","","","","","",""
"945","MI48","0","0","MI47","","","","","","","","","","",""
"946","MI49","MI53","MI50","0","MI47,MI51,MI52,MI54","MI47","MI51","MI52","MI54","","","","","",""
"947","MI5","MI6","0","0","MI3,MI4","MI3","MI4","","","","","","","",""
"948","MI50","0","0","MI53","","","","","","","","","","",""
"949","MI51","MI53","MI50","0","MI47,MI49,MI52,MI54","MI47","MI49","MI52","MI54","","","","","",""
"950","MI52","MI53","MI50","0","MI47,MI49,MI51,MI54","MI47","MI49","MI51","MI54","","","","","",""
"951","MI53","0","0","MI50","","","","","","","","","","",""
"952","MI54","MI53","MI50","0","MI47,MI49,MI51,MI52","MI47","MI49","MI51","MI52","","","","","",""
"953","MI55","MI57","0","MI62","","","","","","","","","","",""
"954","MI56","0","0","0","","","","","","","","","","",""
"955","MI57","0","0","0","","","","","","","","","","",""
"956","MI58","0","0","0","","","","","","","","","","",""
"957","MI59","MI62","MI55","0","MI60,MI61","MI60","MI61","","","","","","","",""
"958","MI6","0","0","0","","","","","","","","","","",""
"959","MI60","MI62","MI55","0","MI59,MI61","MI59","MI61","","","","","","","",""
"960","MI61","MI62","MI55","0","MI59,MI60","MI59","MI60","","","","","","","",""
"961","MI62","0","MI58","MI55","","","","","","","","","","",""
"962","MI63","MI133","MI127","MI66","","","","","","","","","","",""
"963","MI64","MI67","MI63","0","MI65,MI66","MI65","MI66","","","","","","","",""
"964","MI65","MI67","MI63","0","MI64,MI66","MI64","MI66","","","","","","","",""
"965","MI66","MI67","MI63","0","MI64,MI65","MI64","MI65","","","","","","","",""
"966","MI67","MI31","0","MI63","","","","","","","","","","",""
"967","MI68","0","0","0","","","","","","","","","","",""
"968","MI69","MI71","MI70","0","","","","","","","","","","",""
"969","MI7","0","0","MI12","","","","","","","","","","",""
"970","MI70","0","0","MI71","","","","","","","","","","",""
"971","MI71","0","0","MI70","","","","","","","","","","",""
"972","MI72","MI68","0","0","MI73,MI74,MI75","MI73","MI74","MI75","","","","","","",""
"973","MI73","MI68","0","0","MI72,MI74,MI75","MI72","MI74","MI75","","","","","","",""
"974","MI74","MI68","0","0","MI72,MI73,MI75","MI72","MI73","MI75","","","","","","",""
"975","MI75","MI68","0","0","MI72,MI73,MI74","MI72","MI73","MI74","","","","","","",""
"976","MI76","0","MI7","MI77","MI8","MI8","","","","","","","","",""
"977","MI77","0","0","MI76","","","","","","","","","","",""
"978","MI78","0","0","0","","","","","","","","","","",""
"979","MI79","MI78","0","0","MI81,MI82,MI83","MI81","MI82","MI83","","","","","","",""
"980","MI8","MI12","MI7","MI185","MI76","MI76","","","","","","","","",""
"981","MI80","MI77","MI76","0","","","","","","","","","","",""
"982","MI81","MI78","0","0","MI79,MI82,MI83","MI79","MI82","MI83","","","","","","",""
"983","MI82","MI78","0","0","MI79,MI81,MI83","MI79","MI81","MI83","","","","","","",""
"984","MI83","MI78","0","0","MI79,MI81,MI82","MI79","MI81","MI82","","","","","","",""
"985","MI84","MI86","0","0","MI85","MI85","","","","","","","","",""
"986","MI85","MI86","0","0","MI84","MI84","","","","","","","","",""
"987","MI86","MI21","MI17","0","MI92","MI92","","","","","","","","",""
"988","MI87","0","MI90","0","MI89,MI91","MI89","MI91","","","","","","","",""
"989","MI88","0","0","MI92","","","","","","","","","","",""
"990","MI89","0","MI90","0","MI87,MI91","MI87","MI91","","","","","","","",""
"991","MI9","MI8","0","0","","","","","","","","","","",""
"992","MI90","0","0","0","","","","","","","","","","",""
"993","MI91","0","MI90","0","MI87,MI89","MI87","MI89","","","","","","","",""
"994","MI92","MI21","MI17","MI88","MI86","MI86","","","","","","","","",""
"995","MI93","MI92","MI88","0","MI20","MI20","","","","","","","","",""
"996","MI94","MI99","MI96","0","MI100,MI95,MI97","MI100","MI95","MI97","","","","","","",""
"997","MI95","MI99","MI96","0","MI100,MI94,MI97","MI100","MI94","MI97","","","","","","",""
"998","MI96","0","0","MI99","","","","","","","","","","",""
"999","MI97","MI99","MI96","0","MI100,MI94,MI95","MI100","MI94","MI95","","","","","","",""
"1000","MI98","MI105","0","MI106","MI115","MI115","","","","","","","","",""
"1001","MI99","MI28","MI28","MI96","MI23,MI24,MI27","MI23","MI24","MI27","","","","","","",""
"1002","BE1","BE8","BE4","0","BE2,BE3,BE5,BE6,BE7","BE2","BE3","BE5","BE6","BE7","","","","",""
"1003","BE2","BE8","BE4","0","BE1,BE3,BE5,BE6,BE7","BE1","BE3","BE5","BE6","BE7","","","","",""
"1004","BE3","BE8","BE4","0","BE1,BE2,BE5,BE6,BE7","BE1","BE2","BE5","BE6","BE7","","","","",""
"1005","BE4","0","0","BE8","","","","","","","","","","",""
"1006","BE5","BE8","BE4","0","BE1,BE2,BE3,BE6,BE7","BE1","BE2","BE3","BE6","BE7","","","","",""
"1007","BE6","BE8","BE4","0","BE1,BE2,BE3,BE5,BE7","BE1","BE2","BE3","BE5","BE7","","","","",""
"1008","BE7","BE8","BE4","0","BE1,BE2,BE3,BE5,BE6","BE1","BE2","BE3","BE5","BE6","","","","",""
"1009","BE8","0","0","BE4","","","","","","","","","","",""
"1010","BE9","BE12","BE10","0","BE11","BE11","","","","","","","","",""
"1011","BE10","BE76","0","BE12","BE77","BE77","","","","","","","","",""
"1012","BE11","BE12","BE10","0","BE9","BE9","","","","","","","","",""
"1013","BE12","0","0","BE10","","","","","","","","","","",""
"1014","BE13","0","0","BE17","","","","","","","","","","",""
"1015","BE14","BE17","BE13","0","BE16,BE79","BE16","BE79","","","","","","","",""
"1016","BE16","BE17","BE13","0","BE14,BE79","BE14","BE79","","","","","","","",""
"1017","BE17","0","0","BE13","","","","","","","","","","",""
"1018","BE18","BE21","BE20","0","BE84","BE84","","","","","","","","",""
"1019","BE19","BE86","0","0","BE90,BE93","BE90","BE93","","","","","","","",""
"1020","BE20","0","0","BE21","","","","","","","","","","",""
"1021","BE21","0","0","BE20","","","","","","","","","","",""
"1022","BE22","BE39","0","0","BE23,BE24,BE25","BE23","BE24","BE25","","","","","","",""
"1023","BE23","BE39","0","0","BE22,BE24,BE25","BE22","BE24","BE25","","","","","","",""
"1024","BE24","BE39","0","0","BE22,BE23,BE25","BE22","BE23","BE25","","","","","","",""
"1025","BE25","BE39","0","0","BE22,BE23,BE24","BE22","BE23","BE24","","","","","","",""
"1026","BE26","0","0","BE40","","","","","","","","","","",""
"1027","BE27","BE40","BE26","0","BE28,BE29,BE30,BE37,BE38","BE28","BE29","BE30","BE37","BE38","","","","",""
"1028","BE28","BE40","BE26","0","BE27,BE29,BE30,BE37,BE38","BE27","BE29","BE30","BE37","BE38","","","","",""
"1029","BE29","BE40","BE26","0","BE27,BE28,BE30,BE37,BE38","BE27","BE28","BE30","BE37","BE38","","","","",""
"1030","BE30","BE40","BE26","0","BE27,BE28,BE29,BE37,BE38","BE27","BE28","BE29","BE37","BE38","","","","",""
"1031","BE31","0","0","BE33","","","","","","","","","","",""
"1032","BE32","0","0","0","","","","","","","","","","",""
"1033","BE33","0","0","BE31","","","","","","","","","","",""
"1034","BE34","0","0","0","","","","","","","","","","",""
"1035","BE35","0","0","0","","","","","","","","","","",""
"1036","BE37","BE40","BE26","0","BE27,BE28,BE29,BE30,BE38","BE27","BE28","BE29","BE30","BE38","","","","",""
"1037","BE38","BE40","BE26","0","BE27,BE28,BE29,BE30,BE37","BE27","BE28","BE29","BE30","BE37","","","","",""
"1038","BE39","0","0","0","","","","","","","","","","",""
"1039","BE40","0","0","BE26","","","","","","","","","","",""
