,ref,sex,region,median_dist,max_dist,min_dist,places_visited,times_live,times_just_visit,times_hunt,times_friend_visit,times_bantu_work,times_dance,times_fam_visit,times_fish,times_gather
594,E13,M,Enyelle,NA,#NAME?,#NAME?,9,1,0,0,1,1,0,1,0,0
595,E130,M,Enyelle,NA,#NAME?,#NAME?,18,0,1,4,4,4,0,3,0,0
596,E132,M,Enyelle,NA,#NAME?,#NAME?,13,0,0,0,2,5,1,4,0,0
597,E134,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,1,0,0,0
598,E137,M,Enyelle,NA,#NAME?,#NAME?,16,0,5,0,1,1,1,2,0,0
599,E141,F,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,1,1,0,0,0
600,E142,F,Enyelle,NA,#NAME?,#NAME?,10,0,2,0,1,1,1,2,1,0
601,E143,F,Enyelle,NA,#NAME?,#NAME?,4,0,0,0,0,0,1,1,0,0
602,E145,M,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,2,0,2,0,0
603,E147,F,Enyelle,NA,#NAME?,#NAME?,8,0,0,0,1,0,2,0,0,1
604,E148,M,Enyelle,NA,#NAME?,#NAME?,4,0,0,0,1,0,0,1,0,0
605,E151,M,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,1,0,3,0,0,0
606,E152,F,Enyelle,NA,#NAME?,#NAME?,7,0,0,0,1,0,4,1,0,0
607,E153,M,Enyelle,NA,#NAME?,#NAME?,7,0,0,1,1,2,0,1,0,0
608,E156,F,Enyelle,NA,#NAME?,#NAME?,6,0,0,0,0,4,1,0,0,0
609,E158,F,Enyelle,NA,#NAME?,#NAME?,10,0,0,0,1,3,3,1,0,0
610,E161,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,1,0,1,1,0,0
611,E162,F,Enyelle,NA,#NAME?,#NAME?,13,0,0,0,1,4,1,2,0,2
612,E164,M,Enyelle,NA,#NAME?,#NAME?,7,0,1,0,1,1,1,2,0,0
614,E167,F,Enyelle,7005.84173,7005.84173,7005.84173,3,1,0,0,0,0,0,0,0,1
615,E171,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,0,0,0
616,E173,M,Enyelle,7093.19337,7093.19337,7093.19337,5,1,0,0,0,0,0,0,0,1
617,E175,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,0,0,0
618,E176,M,Enyelle,NA,#NAME?,#NAME?,12,0,0,0,0,4,2,1,0,0
619,E177,F,Enyelle,25912.7852,25912.7852,25912.7852,6,1,2,0,0,0,0,1,0,0
620,E178,F,Enyelle,25912.7852,25912.7852,25912.7852,2,1,0,0,0,0,0,0,0,0
621,E18,F,Enyelle,NA,#NAME?,#NAME?,12,0,0,0,1,1,0,6,1,0
622,E180,F,Enyelle,16502.9893,25912.7852,7093.19337,3,2,0,0,0,0,0,0,0,0
623,E182,F,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,0,0,1,0,0
624,E184,M,Enyelle,NA,#NAME?,#NAME?,5,0,0,3,0,0,0,0,0,0
625,E185,F,Enyelle,40023.6226,40023.6226,40023.6226,3,1,0,0,0,0,0,0,1,0
626,E186,F,Enyelle,31751.9115,31751.9115,31751.9115,6,1,1,0,0,1,0,2,0,0
627,E19,F,Enyelle,48705.5735,48705.5735,48705.5735,5,2,0,0,0,0,0,1,0,0
628,E191,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,0,0,0,0
629,E193,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,0,0,0,0
630,E194,F,Enyelle,23352.2034,23352.2034,23352.2034,3,1,0,0,0,0,0,0,0,0
631,E195,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,0,0,0,0
632,E196,F,Enyelle,NA,#NAME?,#NAME?,7,0,0,0,1,0,2,0,0,0
633,E197,F,Enyelle,51870.27,128616.809,34279.7379,10,4,0,0,0,1,0,1,0,0
634,E199,M,Enyelle,6708.88197,6708.88197,6708.88197,2,1,0,0,0,0,1,0,0,0
635,E2,F,Enyelle,NA,#NAME?,#NAME?,15,0,0,0,3,1,0,0,2,1
636,E20,F,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,1,0,1,0,0
637,E200,F,Enyelle,23352.2034,23352.2034,23352.2034,4,1,0,0,0,1,0,1,0,0
638,E201,F,Enyelle,23352.2034,23352.2034,23352.2034,6,1,0,0,0,0,0,1,0,0
639,E202,M,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,2,0,0,0,0
640,E203,F,Enyelle,6708.88197,6708.88197,6708.88197,2,1,0,0,0,0,0,0,0,0
641,E205,M,Enyelle,23352.2034,23352.2034,23352.2034,9,1,0,0,0,3,3,0,0,0
642,E206,F,Enyelle,NA,#NAME?,#NAME?,4,0,0,0,0,0,1,1,0,0
644,E210,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,1,0,0
645,E211,F,Enyelle,NA,#NAME?,#NAME?,4,0,0,0,0,0,0,0,0,1
646,E212,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,0,0,0,0
647,E215,F,Enyelle,NA,#NAME?,#NAME?,5,0,1,0,0,0,1,1,0,0
648,E217,F,Enyelle,6652.88691,6652.88691,6652.88691,3,1,0,0,0,0,0,1,0,0
649,E218,F,Enyelle,NA,#NAME?,#NAME?,1,0,0,0,0,0,0,0,0,0
650,E22,M,Enyelle,NA,#NAME?,#NAME?,7,1,0,0,1,0,0,2,0,1
651,E220,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,1,0,0,0,0
652,E221,M,Enyelle,NA,#NAME?,#NAME?,7,0,0,3,0,1,0,0,0,1
653,E223,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,1,0,0,0,0
654,E225,M,Enyelle,NA,#NAME?,#NAME?,4,0,1,0,0,0,0,1,0,0
655,E231,M,Enyelle,NA,#NAME?,#NAME?,6,0,0,1,0,2,0,2,0,0
656,E235,M,Enyelle,81208.4511,81208.4511,81208.4511,5,1,2,0,0,0,0,0,0,0
657,E236,F,Enyelle,6652.88691,6652.88691,6652.88691,3,1,1,0,0,0,0,0,0,0
658,E237,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,1,0,0,0,0
659,E238,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,1,1,0,0
660,E239,M,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,1,1,0,0,0
661,E240,F,Enyelle,NA,#NAME?,#NAME?,4,0,0,0,0,0,0,1,0,0
662,E241,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,1,0,1,0,0
663,E242,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,1,0,0
664,E243,M,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,1,0,0
665,E246,M,Enyelle,14636.3019,14636.3019,14636.3019,13,1,0,0,1,7,1,0,0,0
666,E248,F,Enyelle,NA,#NAME?,#NAME?,7,0,0,0,0,0,1,5,0,0
667,E25,M,Enyelle,NA,#NAME?,#NAME?,9,2,0,0,0,2,2,0,0,1
668,E252,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,1,0,0
669,E254,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,0,1,0,0
670,E255,M,Enyelle,NA,#NAME?,#NAME?,5,0,1,0,0,1,0,1,0,0
671,E26,M,Enyelle,48813.35,48813.35,48813.35,8,1,0,0,1,0,0,2,0,0
672,E261,F,Enyelle,NA,#NAME?,#NAME?,4,0,0,0,0,0,0,2,0,0
673,E262,M,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,1,1,1,0,0
674,E266,F,Enyelle,NA,#NAME?,#NAME?,6,0,0,0,0,1,0,0,0,3
675,E268,F,Enyelle,NA,#NAME?,#NAME?,2,0,1,0,0,0,0,1,0,0
676,E269,M,Enyelle,NA,#NAME?,#NAME?,1,0,0,0,0,0,0,1,0,0
677,E270,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,0,0,0
678,E271,M,Enyelle,NA,#NAME?,#NAME?,5,0,1,0,0,0,1,0,0,0
679,E272,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,1,0,0,0
680,E276,F,Enyelle,NA,#NAME?,#NAME?,7,0,0,0,0,0,0,3,0,0
681,E277,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,0,0,0,0,0
682,E279,M,Enyelle,NA,#NAME?,#NAME?,4,0,1,0,0,1,0,1,0,0
683,E29,F,Enyelle,13219.8201,13219.8201,13219.8201,12,3,0,0,0,2,0,0,0,1
684,E31,M,Enyelle,NA,#NAME?,#NAME?,10,1,1,0,0,2,0,3,0,0
685,E32,M,Enyelle,48564.3659,48564.3659,48564.3659,7,2,0,0,0,1,1,1,0,0
686,E34,F,Enyelle,13380.3347,13380.3347,13380.3347,5,1,0,0,1,0,1,1,0,0
687,E35,M,Enyelle,NA,#NAME?,#NAME?,6,0,0,0,1,2,0,0,0,0
688,E36,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,0,1,0,0
689,E37,F,Enyelle,NA,#NAME?,#NAME?,9,1,0,0,1,1,1,3,0,0
690,E39,F,Enyelle,NA,#NAME?,#NAME?,4,1,0,0,0,1,1,0,0,1
691,E40,F,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,0,1,1,0,0
692,E41,F,Enyelle,NA,#NAME?,#NAME?,5,0,0,0,0,1,0,2,1,0
693,E42,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,0,0,0,0,0
694,E44,F,Enyelle,9716.3307,9716.3307,9716.3307,16,1,4,0,0,1,1,1,1,0
695,E45,M,Enyelle,55204.0192,55204.0192,55204.0192,15,1,0,0,7,1,0,3,0,0
696,E47,F,Enyelle,NA,#NAME?,#NAME?,20,0,0,0,0,2,1,6,2,0
697,E48,F,Enyelle,NA,#NAME?,#NAME?,24,0,0,0,4,1,5,4,2,0
698,E5,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,1,2,0,0,0
699,E50,F,Enyelle,NA,#NAME?,#NAME?,25,0,0,0,3,3,3,7,2,0
700,E51,F,Enyelle,NA,#NAME?,#NAME?,15,0,0,0,5,1,0,1,0,0
701,E53,M,Enyelle,NA,#NAME?,#NAME?,28,0,0,8,5,2,1,2,3,6
702,E54,F,Enyelle,NA,#NAME?,#NAME?,21,0,0,0,0,2,1,0,4,8
703,E58,M,Enyelle,NA,#NAME?,#NAME?,18,0,0,0,2,1,1,3,7,2
704,E59,F,Enyelle,NA,#NAME?,#NAME?,20,0,0,0,5,1,1,0,6,6
705,E60,F,Enyelle,NA,#NAME?,#NAME?,18,0,0,0,4,1,1,0,0,7
706,E62,F,Enyelle,NA,#NAME?,#NAME?,6,1,0,0,2,0,0,2,0,0
707,E63,M,Enyelle,NA,#NAME?,#NAME?,11,1,3,0,0,0,0,2,2,0
708,E64,M,Enyelle,NA,#NAME?,#NAME?,9,1,0,0,0,1,2,2,0,0
709,E65,F,Enyelle,NA,#NAME?,#NAME?,14,0,0,0,3,0,0,1,2,7
710,E68,F,Enyelle,NA,#NAME?,#NAME?,11,0,0,0,2,1,0,3,1,3
711,E70,F,Enyelle,NA,#NAME?,#NAME?,1,0,0,0,0,1,0,0,0,0
712,E71,F,Enyelle,NA,#NAME?,#NAME?,6,1,0,0,0,0,0,2,0,0
713,E72,M,Enyelle,5309.2768,5309.2768,5309.2768,11,2,1,0,0,1,3,1,1,1
714,E73,M,Enyelle,NA,#NAME?,#NAME?,11,1,0,0,2,0,0,5,3,0
715,E76,F,Enyelle,NA,#NAME?,#NAME?,12,1,0,0,0,0,1,4,0,1
716,E78,M,Enyelle,3019.91996,3019.91996,3019.91996,13,1,0,0,0,2,0,1,2,1
717,E8,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,1,1,0,0,0
718,E80,F,Enyelle,NA,#NAME?,#NAME?,10,1,0,0,1,0,0,1,1,1
719,E81,M,Enyelle,NA,#NAME?,#NAME?,5,0,2,0,0,0,0,1,1,0
720,E82,M,Enyelle,NA,#NAME?,#NAME?,4,1,1,0,1,0,0,0,0,0
721,E83,F,Enyelle,14470.0891,14470.0891,14470.0891,9,2,0,0,1,0,0,1,2,2
722,E84,F,Enyelle,NA,#NAME?,#NAME?,14,1,0,0,4,0,0,6,0,0
723,E9,F,Enyelle,NA,#NAME?,#NAME?,5,1,0,0,0,1,0,1,0,0
724,E92,F,Enyelle,NA,#NAME?,#NAME?,5,0,1,0,2,1,0,1,0,0
725,E94,M,Enyelle,84841.1609,134228.206,35454.1154,29,4,0,1,0,2,3,6,3,1
726,E96,F,Enyelle,NA,#NAME?,#NAME?,4,0,0,0,0,0,1,1,0,1
727,E97,F,Enyelle,NA,#NAME?,#NAME?,6,1,0,0,0,1,0,0,1,0
728,E98,F,Enyelle,NA,#NAME?,#NAME?,2,0,0,0,0,1,0,0,0,0
729,E99,F,Enyelle,NA,#NAME?,#NAME?,3,0,0,0,0,1,0,1,0,0
730,BE4,M,betou,NA,#NAME?,#NAME?,13,1,3,0,0,0,0,2,0,0
731,BE8,F,betou,NA,#NAME?,#NAME?,11,1,0,0,1,0,0,2,0,1
732,BE10,M,betou,NA,#NAME?,#NAME?,14,1,3,0,1,2,0,2,0,0
733,BE12,F,betou,NA,#NAME?,#NAME?,12,1,1,0,0,1,0,0,0,3
734,BE13,M,betou,NA,#NAME?,#NAME?,13,1,5,0,2,2,0,2,0,0
735,BE15,M,betou,NA,#NAME?,#NAME?,14,1,3,0,1,2,0,2,0,0
736,BE17,F,betou,NA,#NAME?,#NAME?,11,1,0,0,1,1,0,1,0,0
737,BE18,M,betou,NA,#NAME?,#NAME?,11,0,0,0,0,0,0,0,0,0
738,BE19,F,betou,NA,#NAME?,#NAME?,8,0,1,0,1,1,0,0,0,2
739,BE20,M,betou,NA,#NAME?,#NAME?,12,1,2,0,0,0,0,0,0,0
740,BE21,F,betou,NA,#NAME?,#NAME?,12,1,1,0,0,1,0,0,0,1
741,BE26,M,betou,11444.9873,16988.5137,5901.46103,10,3,0,0,1,1,0,2,0,0
742,BE31,M,betou,16786.1996,16786.1996,16786.1996,15,2,2,0,0,4,2,0,0,1
743,BE32,F,betou,NA,#NAME?,#NAME?,19,1,1,0,0,0,0,3,2,1
744,BE33,F,betou,NA,#NAME?,#NAME?,10,1,1,0,0,2,2,1,0,0
745,BE36,M,betou,11444.9873,16988.5137,5901.46103,10,3,0,0,1,1,0,2,0,0
746,BE39,F,betou,8278.5167,8278.5167,8278.5167,8,2,0,0,1,1,0,1,0,1
747,BE40,F,betou,NA,#NAME?,#NAME?,1,0,0,0,0,0,0,1,0,0
748,BE48,M,betou,NA,#NAME?,#NAME?,14,1,3,0,0,0,1,1,0,0
749,BE50,F,betou,NA,#NAME?,#NAME?,11,1,1,0,0,0,3,2,0,0
750,BE51,M,betou,NA,#NAME?,#NAME?,13,1,1,0,2,0,0,1,0,0
751,BE52,F,betou,NA,#NAME?,#NAME?,19,1,1,0,0,0,1,2,0,0
752,BE57,F,betou,NA,#NAME?,#NAME?,12,0,0,0,1,0,0,1,0,0
753,BE60,M,betou,NA,#NAME?,#NAME?,32,1,0,0,0,2,3,4,0,0
754,BE61,F,betou,47609.5203,47609.5203,47609.5203,17,1,1,0,1,0,1,1,2,1
755,BE63,M,betou,NA,#NAME?,#NAME?,9,0,0,0,7,0,0,1,0,0
756,BE64,F,betou,NA,#NAME?,#NAME?,9,0,0,0,7,1,0,0,0,0
757,BE65,F,betou,NA,#NAME?,#NAME?,9,0,0,0,4,1,0,0,0,0
758,BE66,F,betou,NA,#NAME?,#NAME?,9,0,0,0,0,0,0,0,0,0
759,BE73,M,betou,NA,#NAME?,#NAME?,11,0,0,0,1,0,1,2,0,0
760,BE75,M,betou,NA,#NAME?,#NAME?,23,0,0,0,8,5,0,2,0,0
761,BE76,F,betou,NA,#NAME?,#NAME?,9,0,0,0,1,0,1,0,0,0
762,BE77,F,betou,NA,#NAME?,#NAME?,8,0,0,0,5,0,0,1,0,0
763,BE79,F,betou,NA,#NAME?,#NAME?,10,0,0,0,2,1,0,0,0,0
764,BE80,M,betou,NA,#NAME?,#NAME?,5,0,0,0,4,1,0,0,0,0
765,BE82,M,betou,NA,#NAME?,#NAME?,44,0,2,0,4,3,17,1,0,0
766,BE84,F,betou,NA,#NAME?,#NAME?,15,0,0,0,2,1,0,3,0,0
767,BE86,F,betou,17023.4994,17023.4994,17023.4994,3,1,0,0,0,0,0,1,0,0
768,BE90,M,betou,17023.4994,17023.4994,17023.4994,18,1,0,0,1,3,1,2,3,0
769,BE91,F,betou,NA,#NAME?,#NAME?,5,0,0,0,2,0,0,1,0,0
770,BE93,M,betou,NA,#NAME?,#NAME?,23,0,0,1,2,3,3,3,3,0
771,BE94,M,betou,16786.1996,16786.1996,16786.1996,17,1,0,0,0,2,2,0,4,2
772,BE96,F,betou,NA,#NAME?,#NAME?,15,0,0,0,0,1,1,2,4,0
773,BE102,F,betou,20030.3001,20030.3001,20030.3001,18,1,0,0,0,0,0,2,2,0
774,BE107,F,betou,41908.8681,41908.8681,41908.8681,12,1,0,0,3,1,0,0,0,0
775,BE108,M,betou,NA,#NAME?,#NAME?,17,0,0,0,2,0,0,0,0,0
776,BE109,M,betou,NA,#NAME?,#NAME?,20,0,0,0,2,0,0,1,0,0
777,BE113,M,betou,NA,#NAME?,#NAME?,14,0,0,0,0,2,0,1,2,0
778,BE114,M,betou,14245.6388,14245.6388,14245.6388,12,1,0,0,3,2,0,0,3,0
779,BE115,F,betou,30969.5841,41908.8681,20030.3001,12,2,0,0,1,1,1,0,1,0
780,BE117,F,betou,14245.6388,14245.6388,14245.6388,13,1,0,0,2,2,1,0,3,0
781,BE121,M,betou,NA,#NAME?,#NAME?,7,0,0,2,0,0,0,1,0,0
782,BE124,F,betou,12796.6505,12796.6505,12796.6505,1,1,0,0,0,0,0,0,0,0
783,BE125,F,betou,NA,#NAME?,#NAME?,8,0,0,0,0,0,1,2,4,0
785,BE128,M,betou,NA,#NAME?,#NAME?,10,1,0,0,0,0,0,0,0,3
786,BE129,F,betou,NA,#NAME?,#NAME?,14,1,2,0,0,0,2,3,0,1
