,X,residence_camp,ref,sex,birthplace,age,children_alive,median_dist,max_dist,region,Lieu.de.naissance.de.leur.mère.coded,Lieu.de.naissance.de.leur.père.coded,Lieu.où.leur.mère.habite.coded,Lieu.où.leur.père.habite.coded,spouse_bp,mom_inlaw_bp,dad_inlaw_bp,dad_inlaw_living,mom_inlaw_living,spouse_myref,dist_bp_mom_bp,dist_living_mom_bp,dist_bp_dad_bp,dist_living_dad_bp,dist_living_own_bp,dist_living_mum_living,dist_living_dad_living,dist_bp_spouse_bp,dist_living_spouse_bp,dist_living_mum_inlaw_living,dist_living_dad_inlaw_living,dist_bp_mom_inlaw_bp,dist_living_mom_inlaw_bp,dist_bp_dad_inlaw_bp,dist_living_dad_inlaw_bp,camp_region.x,loc.x,people_number_2022.x,set_type
394,711,Midiba,M317,M,Bangui,Adolescent,0,47606.64384,127175.4169,Macao,Bangui,Bangui,Thanry,,,,,,,0,0,7724.907677,0,7724.907677,7724.907677,28629.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,9,forest_camp
395,712,Bayamoto,M318,M,Bangui,Personne âgee,4,83421.47307,127175.4169,Macao,Bangui,,,,Bangui,Bangui,Bangui,,,M319,0,6461.959923,NA,NA,6461.959923,NA,NA,0,6461.959923,NA,NA,0,6461.959923,0,6461.959923,C,F,15,forest_camp
396,713,Bayamoto,M319,F,Bangui,Personne âgee,3,50689.76183,50689.76183,Macao,Bangui,Bangui,,,Bangui,Bangui,,,,M318,0,6461.959923,0,6461.959923,6461.959923,NA,NA,0,6461.959923,NA,NA,0,6461.959923,NA,NA,C,F,15,forest_camp
397,714,Bayamoto,M321,F,Bangui,Adulte,4,NA,#NAME?,Macao,Bangui,Bangui,,,Bangui,Bangui,,,,M322,0,6461.959923,0,6461.959923,6461.959923,NA,NA,0,6461.959923,NA,NA,0,6461.959923,NA,NA,C,F,15,forest_camp
398,715,Bayamoto,M322,M,Bangui,Adulte,3,67063.269,162268.2931,Macao,Bangui,,,,Bangui,Bangui,Bangui,,,M321,0,6461.959923,NA,NA,6461.959923,NA,NA,0,6461.959923,NA,NA,0,6461.959923,0,6461.959923,C,F,15,forest_camp
399,716,Bayamoto,M323,M,Bangui,Adulte,0,162268.2931,162268.2931,Macao,Bangui,Bangui,,,,,,,,0,0,6461.959923,0,6461.959923,6461.959923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,15,forest_camp
400,717,Bayamoto,M324,M,Bangui,Adolescent,2,104937.4685,162268.2931,Macao,Bangui,Bangui,Mboule,Mboule,Bangui,Bangui,Bangui,Bayamoto,Bayamoto,M325,0,6461.959923,0,6461.959923,6461.959923,7079.00121,7079.00121,0,6461.959923,0,0,0,6461.959923,0,6461.959923,C,F,15,forest_camp
401,718,Bayamoto,M325,F,Bangui,Adolescent,1,NA,#NAME?,Macao,Bangui,Bangui,Bayamoto,Bayamoto,Bangui,Bangui,Bangui,Mboule,Mboule,M324,0,6461.959923,0,6461.959923,6461.959923,0,6461.959923,0,6461.959923,7079.00121,7079.00121,0,6461.959923,0,6461.959923,C,F,15,forest_camp
402,719,Lango,M326,F,Macao,Adulte,4,36906.69233,44559.2307,Macao,Macao,Zingo,Macao,Lango,Zingo,Zingo,Zingo,,Zingo,M327,0,28829.48702,61317.16744,32561.13231,28829.48702,28829.48702,28829.48702,61317.16744,32561.13231,32561.13231,NA,61317.16744,32561.13231,61317.16744,32561.13231,C,V,25,village_camp
403,720,Lango,M327,M,Zingo,Adulte,4,NA,#NAME?,Macao,Zingo,Zingo,Zingo,,Macao,Macao,Zingo,Lango,Macao,M326,0,32561.13231,0,32561.13231,32561.13231,32561.13231,NA,61317.16744,28829.48702,28829.48702,0,61317.16744,28829.48702,0,32561.13231,C,V,25,village_camp
404,721,Lango,M328,M,Zingo,Personne âgee,7,90389.04887,912344.8489,Macao,Djoube,Bangui_CAR,,,,,,,,0,4993.132116,37440.49596,249696.9937,251369.5272,32561.13231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
405,722,Lango,M329,M,Macao,Adulte,4,116089.803,126168.4064,Macao,Macao,Macao,,,,,,,,0,0,28829.48702,0,28829.48702,28829.48702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
406,723,Lango,M330,M,Macao,Adulte,2,112254.4683,143421.7034,Macao,Macao,Zingo,Lango,Lango,,,,,,0,0,28829.48702,61317.16744,32561.13231,28829.48702,0,28829.48702,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
407,724,Mbila_MA,M331,M,Bangui,Personne âgee,2,57809.97993,68013.31602,Macao,Bangui,Bangui,,,,,,,,0,0,18799.36529,0,18799.36529,18799.36529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,10,village_camp
408,725,Banga,M332,F,Macao,Adulte,5,30188.97635,47606.64384,Macao,Macao,Molapa_MA,Pape,,Seke,,Seke,,Loundoungou,M333,0,1613926.714,25618.66856,1630154.185,1613926.714,NA,NA,19626.65182,1628411.963,1728711.962,NA,NA,NA,19626.65182,1628411.963,R,,NA,village_camp
410,726,Banga,M333,M,Seke,Adulte,5,111819.9499,157959.5384,Macao,,Seke,Loundoungou,,Macao,Macao,Molapa_MA,,Pape,M332,NA,NA,0,1628411.963,1628411.963,1728711.962,NA,19626.65182,1613926.714,NA,NA,19626.65182,1613926.714,6828.567853,1630154.185,R,,NA,village_camp
412,727,Banga,M334,M,Bangui,Adulte,2,79676.80877,127175.4169,Macao,Bangui,,Bangui,,,,,,,0,0,1641953.851,NA,NA,1641953.851,1641953.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,,NA,village_camp
414,728,Banga,M335,M,Seke,Adolescent,0,19626.65182,28692.68551,Macao,Macao,Seke,Banga,Banga,,,,,,0,19626.65182,1613926.714,0,1628411.963,1628411.963,0,1628411.963,NA,NA,NA,NA,NA,NA,NA,NA,R,,NA,village_camp
416,729,Ndobalikanbo,M336,F,Macao,Adulte,0,NA,#NAME?,Macao,Likombo,,Ndobalikanbo,,Macao,Macao,Macao,,Macao,M337,55625.77119,24078.33955,NA,NA,31555.34691,0,NA,0,31555.34691,31555.34691,NA,0,31555.34691,0,31555.34691,C,F,7,forest_camp
417,730,Ndobalikanbo,M337,M,Macao,Adulte,0,115678.5681,164626.8908,Macao,Macao,Macao,Macao,,Macao,Likombo,,,Ndobalikanbo,M336,0,31555.34691,0,31555.34691,31555.34691,31555.34691,NA,0,31555.34691,0,NA,55625.77119,24078.33955,NA,NA,C,F,7,forest_camp
418,731,Ndobalikanbo,M338,M,Macao,Adulte,2,97113.60942,164626.8908,Macao,Likombo,Mimpoutou,Ndobalikanbo,,Macao,Likombo,Mimpoutou,,Ndobalikanbo,M338,55625.77119,24078.33955,64319.87524,56037.55762,31555.34691,0,NA,0,31555.34691,0,NA,55625.77119,24078.33955,64319.87524,56037.55762,C,F,7,forest_camp
419,732,Ndobalikanbo,M339,F,Macao,Adulte,2,27130.55969,27130.55969,Macao,,Likombo,Thanry,,,,,,,0,NA,NA,55625.77119,24078.33955,31555.34691,5581.326485,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,7,forest_camp
420,733,Macao_camp1,M340,M,Thanry,Adulte,2,61224.19685,165787.4407,Macao,Nzingo,Macao,Macao_camp1,Macao,,,,,,0,NA,NA,27130.55969,28473.04439,4810.543323,0,28473.04439,NA,NA,NA,NA,NA,NA,NA,NA,C,V,6,village_camp
421,734,Macao_camp1,M341,F,Nzingou,Adulte,2,NA,#NAME?,Macao,Nzingou,Bobanda,Macao_camp1,,,,,,,0,NA,NA,NA,497165.7259,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,6,village_camp
422,735,Macao_camp3,M342,F,Bangui,Adulte,1,32988.3727,47606.64384,Macao,Bangui,Seke,Macao_camp3,Macao_camp3,Macao,Bangui,Macao,Dongou,Macao,M345,0,19711.14476,28692.68551,9547.023962,19711.14476,0,19711.14476,47606.64384,27896.04735,27896.04735,115608.8884,0,19711.14476,47606.64384,27896.04735,C,V,13,village_camp
423,736,Macao_camp3,M343,F,Macao,Adulte,2,47606.64384,47606.64384,Macao,Macao,Macao,,,Bangui,Bangui,Bangui,,Macao,M344,0,27896.04735,0,27896.04735,27896.04735,NA,NA,47606.64384,19711.14476,27896.04735,NA,47606.64384,19711.14476,47606.64384,19711.14476,C,V,13,village_camp
424,737,Macao_camp3,M344,M,Bangui,Adulte,5,88355.54573,162268.2931,Macao,Bangui,Bangui,Macao,,Macao,Macao,Macao,,,M343,0,19711.14476,0,19711.14476,19711.14476,27896.04735,NA,47606.64384,27896.04735,NA,NA,47606.64384,27896.04735,47606.64384,27896.04735,C,V,13,village_camp
425,738,Macao_camp3,M345,M,Macao,Adolescent,1,125345.9365,143421.7034,Macao,Bangui,Macao,Macao,Dongou,Bangui,Bangui,Seke,Macao_camp3,Macao_camp3,M342,47606.64384,19711.14476,0,27896.04735,27896.04735,27896.04735,115608.8884,47606.64384,19711.14476,0,0,47606.64384,19711.14476,19626.65182,9547.023962,C,V,13,village_camp
426,739,Macao_camp5,M346,M,Macao,Personne âgee,1,129655.5239,173945.1799,Macao,Macao,Macao,,,Djoube,Macao,Djoube,,,M347,0,27954.48601,0,27954.48601,27954.48601,NA,NA,66135.80625,38334.5984,NA,NA,0,27954.48601,66135.80625,38334.5984,C,V,9,village_camp
427,740,Macao_camp5,M347,F,Djoube,Personne âgee,3,63597.16414,66135.80625,Macao,Macao,Djoube,,,Macao,Macao,Macao,,,M346,66135.80625,27954.48601,0,38334.5984,38334.5984,NA,NA,66135.80625,27954.48601,NA,NA,66135.80625,27954.48601,66135.80625,27954.48601,C,V,9,village_camp
428,741,Macao_camp4,M348,M,,Adulte,2,NA,#NAME?,Macao,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,4,village_camp
429,742,Macao_camp6,M349,F,Macao,Adulte,8,95514.17361,143421.7034,Macao,,Macao,Macao,,,,,,,0,NA,NA,0,28417.31367,28417.31367,28417.31367,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,16,village_camp
430,743,Macao_camp1,M350,F,Zingo,Personne âgee,1,61862.29968,62407.43191,Macao,Zingo,Macao,,,,,,,,0,0,32970.79213,61317.16744,28473.04439,32970.79213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,6,village_camp
431,744,Macao_camp7,M351,F,Macao,Adulte,4,38430.3989,47606.64384,Macao,Macao,Pape_village,,,,,,,,0,0,28507.1707,46777.51636,18311.4926,28507.1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,12,village_camp
432,745,Macao_camp7,M352,M,,Adulte,5,NA,#NAME?,Macao,Bangui,,,,,,,,,0,NA,19103.11684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,12,village_camp
433,746,Macao_camp6,M353,F,Pape_village,Adulte,4,46777.51636,163282.2292,Macao,Pape_village,Pape_village,Macao,Pape_village,,,,,,0,0,18391.7277,0,18391.7277,18391.7277,28417.31367,18391.7277,NA,NA,NA,NA,NA,NA,NA,NA,C,V,16,village_camp
434,747,Macao_camp8,M354,F,Thanry,Adulte,6,16273.05648,27130.55969,Macao,Likombo,Mimpoutou,Ndobalikanbo,,,,,,,0,28767.00194,27126.79377,53090.48427,57153.02451,4483.55032,3172.722218,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,11,village_camp
435,748,Macao_camp8,M355,M,Pape,Adolescent,0,NA,#NAME?,Macao,Thanry,Pape,Macao_camp8,,,,,,,0,NA,4483.55032,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,11,village_camp
438,751,Macao_camp9,M359,M,Macao,Adulte,3,106011.1996,164626.8908,Macao,Macao,Likombo,,,Macao,Macao,Macao,Bomassa,Banga,M357,0,28506.77705,55625.77119,27178.69705,28506.77705,NA,NA,0,28506.77705,1630401.809,118300.641,0,28506.77705,0,28506.77705,C,V,6,village_camp
439,752,Macao_camp10,M360,F,Macao,Adulte,5,56871.22504,66135.80625,Macao,Macao,Macao,,,,,,,,0,0,27783.07228,0,27783.07228,27783.07228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,4,village_camp
440,753,Macao_camp4,M361,F,Macao,Adolescent,2,61317.16744,61317.16744,Macao,Macao,Zingo,Macao_camp4,Nzingou,,,,,,0,0,27877.05636,61317.16744,33534.14298,27877.05636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,4,village_camp
441,754,Pape_village,M362,M,Berandjokou,Adulte,0,68748.13345,87507.03357,Macao,Macao,Mimpoutou,,Berandjokou,,,,,,"M363,M364",49989.23332,46777.51636,24903.34875,58771.70985,63654.55712,NA,63654.55712,NA,NA,NA,NA,NA,NA,NA,NA,R,,29,village_camp
442,755,Macao_camp10,M363,M,Macao,Adulte,1,46082.93727,47606.64384,Macao,,Macao,Macao_camp10,,,,,,,0,NA,NA,0,27783.07228,27783.07228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,4,village_camp
443,756,Pape_village,M364,F,Pape_village,Adolescent,0,46777.51636,91965.12808,Macao,Pape_village,,Macao,Macao,Berandjokou,Macao,Mimpoutou,Berandjokou,,M362,0,0,NA,NA,0,46777.51636,46777.51636,63654.55712,63654.55712,NA,63654.55712,46777.51636,46777.51636,58771.70985,58771.70985,R,,29,village_camp
444,757,Pape_village,M365,M,Berandjokou,Adolescent,0,49989.23332,49989.23332,Macao,Berandjokou,Berandjokou,Berandjokou,Berandjokou,Pape_village,Pape_village,Baye,Baye,,M366,0,63654.55712,0,63654.55712,63654.55712,63654.55712,63654.55712,63654.55712,0,NA,364524.1745,63654.55712,0,383770.7992,364524.1745,R,,29,village_camp
445,758,Pape_village,M366,F,Pape_village,Adolescent,0,46777.51636,91965.12808,Macao,Pape_village,Baye,,Baye,Berandjokou,Berandjokou,Berandjokou,Berandjokou,Berandjokou,M365,0,0,364524.1745,364524.1745,0,NA,364524.1745,63654.55712,63654.55712,63654.55712,63654.55712,63654.55712,63654.55712,63654.55712,63654.55712,R,,29,village_camp
446,759,Pape_village,M367,M,Bangui-motaba,Personne âgee,3,NA,#NAME?,Macao,Bangui,Bangui,,,Bangui,Bangui,,,,M373,NA,1383.548858,NA,1383.548858,NA,NA,NA,NA,1383.548858,NA,NA,NA,1383.548858,NA,NA,R,,29,village_camp
447,760,Pape_village,M368,M,Pape_village,Adulte,4,46777.51636,163282.2292,Macao,Pape_village,Pape_village,,,,,Bangui,Loundoungou,,M369,0,0,0,0,0,NA,NA,NA,NA,NA,91965.12808,NA,NA,1383.548858,1383.548858,R,,29,village_camp
448,761,Pape_village,M369,F,,Adolescent,4,NA,#NAME?,Macao,,Bangui,,Loundoungou,Pape_village,Pape_village,Pape_village,,,M368,NA,NA,NA,1383.548858,NA,NA,91965.12808,NA,0,NA,NA,NA,0,NA,0,R,,29,village_camp
449,762,Pape_village,M370,F,,Adulte,4,NA,#NAME?,Macao,,Pape_village,Pape_village,,,,,,,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,,29,village_camp
457,766,Pape_village,M372,M,Pape_village,Personne âgee,4,92225.35341,163282.2292,Macao,Bangui,Pape_village,,,,,,,,0,1383.548858,1383.548858,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,,29,village_camp
460,769,Bete1,M374,M,Bangui,Adulte,1,32573.86042,47606.64384,Macao,Bangui,Bangui,Bete1,Bete1,,,,,,0,0,1515.127843,0,1515.127843,1515.127843,0,1515.127843,NA,NA,NA,NA,NA,NA,NA,NA,C,V,15,village_camp
461,770,Bylikombo1,MI205,M,Mossombo,Adulte,6,50093.79812,118722.9691,Minganga,Mbili,Mossombo,,Mossombo,Mossombo,Toukoulaka,Mossombo,,Longa,MI206,6793.813757,1037.583792,0,6244.364051,6244.364051,NA,6244.364051,0,6244.364051,30154.43781,NA,8565.791592,14615.28721,0,6244.364051,C,R,11,village_camp
462,771,Bylikombo1,MI206,F,Mossombo,Adulte,6,17845.05488,80668.58321,Minganga,Toukoulaka,Mossombo,Longa,,Mossombo,Mbili,Mossombo,Mossombo,,MI205,8565.791592,14615.28721,0,6244.364051,6244.364051,30154.43781,NA,0,6244.364051,NA,6244.364051,6793.813757,1037.583792,0,6244.364051,C,R,11,village_camp
463,772,Bylikombo1,MI209,F,Mossombo,Adulte,5,17957.66823,80668.58321,Minganga,Mbili,Toukoulaka,,,Mossombo,Bandza,Mossombo,,Bylikombo1,MI207,6793.813757,1037.583792,8565.791592,14615.28721,6244.364051,NA,NA,0,6244.364051,0,NA,51478.94943,54909.40613,0,6244.364051,C,R,11,village_camp
464,773,Bylikombo1,MI211,F,Mossombo,Adulte,3,17957.66823,80668.58321,Minganga,Mossombo,Mossombo,Bylikombo1,Bylikombo1,,,,,,0,0,6244.364051,0,6244.364051,6244.364051,0,6244.364051,NA,NA,NA,NA,NA,NA,NA,NA,C,R,11,village_camp
465,774,Bylikombo1,MI212,M,Mossombo,Adolescent,0,18794.64731,157666.0203,Minganga,Mossombo,Mossombo,Bylikombo1,Bylikombo1,,,,,,0,0,6244.364051,0,6244.364051,6244.364051,0,6244.364051,NA,NA,NA,NA,NA,NA,NA,NA,C,R,11,village_camp
466,775,Bylikombo2,MI210,F,Mossombo,Personne âgee,4,17845.05488,19519.01303,Minganga,Bangui,Minganga,,,,,,,,0,94150.26417,95637.46239,6793.813757,1241.301714,7101.984706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,R,18,village_camp
467,776,Bouma,MI154,M,Minganga,Adulte,4,24386.90755,76117.73686,Minganga,Minganga,Bène,,,Minganga,Ikelemba,Minganga,,,MI155,0,14628.45068,24386.90755,36883.22227,14628.45068,NA,NA,0,14628.45068,NA,NA,72313.01248,58698.68423,0,14628.45068,C,V,21,village_camp
468,777,Bouma,MI155,F,Minganga,Adulte,4,24386.90755,76117.73686,Minganga,Ikelemba,Minganga,,,Minganga,Minganga,Bène,,,MI154,72313.01248,58698.68423,0,14628.45068,14628.45068,NA,NA,0,14628.45068,NA,NA,0,14628.45068,24386.90755,36883.22227,C,V,21,village_camp
469,782,Bouma,MI160,M,Mossombo,Adulte,5,35498.98123,157666.0203,Minganga,Mossombo,Mossombo,,,Impfondo,Mossombo,Mossombo,,Bouma,MI161,0,19509.60868,0,19509.60868,19509.60868,NA,NA,118722.9691,137317.1693,0,NA,0,19509.60868,0,19509.60868,C,V,21,village_camp
470,783,Bouma,MI161,F,Impfondo,Adulte,5,125215.0675,223979.8742,Minganga,Mossombo,Mossombo,Bouma,,Mossombo,Mossombo,Mossombo,,,MI160,118722.9691,19509.60868,118722.9691,19509.60868,137317.1693,0,NA,118722.9691,19509.60868,NA,NA,118722.9691,19509.60868,118722.9691,19509.60868,C,V,21,village_camp
471,784,Bouma,MI162,F,Mossombo,Personne âgee,5,42024.14597,118722.9691,Minganga,Mossombo,Mossombo,,,,,,,,0,0,19509.60868,0,19509.60868,19509.60868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,21,village_camp
472,789,Bouma,MI178,F,Mossombo,Adolescent,0,14042.40231,80668.58321,Minganga,Mossombo,Mossombo,Pokola,Pokola,,,,,,0,0,19509.60868,0,19509.60868,19509.60868,61512.06533,61512.06533,NA,NA,NA,NA,NA,NA,NA,NA,C,V,21,village_camp
473,790,Bouma,MI179,F,Mossombo,Adolescent,0,17957.66823,80668.58321,Minganga,Mossombo,Mossombo,Mossombo,Mossombo,,,,,,0,0,19509.60868,0,19509.60868,19509.60868,19509.60868,19509.60868,NA,NA,NA,NA,NA,NA,NA,NA,C,V,21,village_camp
474,791,Bouma,MI180,F,Mossombo,Adulte,3,18070.28159,107290.8118,Minganga,Mossombo,Mossombo,Bouma,,Mossombo,Mossombo,Mossombo,,,MI181,0,19509.60868,0,19509.60868,19509.60868,0,NA,0,19509.60868,NA,NA,0,19509.60868,0,19509.60868,C,V,21,village_camp
475,792,Bouma,MI181,M,Mossombo,Adulte,3,18794.64731,107290.8118,Minganga,Mossombo,Mossombo,,,Mossombo,Mossombo,Mossombo,,Bouma,MI180,0,19509.60868,0,19509.60868,19509.60868,NA,NA,0,19509.60868,0,NA,0,19509.60868,0,19509.60868,C,V,21,village_camp
476,794,Bylikombo1,MI207,M,Mossombo,Adulte,5,18070.28159,107290.8118,Minganga,Bandza,Mossombo,Bylikombo1,,Mossombo,Mbili,Toukoulaka,,,MI209,51478.94943,54909.40613,0,6244.364051,6244.364051,0,NA,0,6244.364051,NA,NA,6793.813757,1037.583792,8565.791592,14615.28721,C,R,11,village_camp
477,795,Bylikombo1,MI208,F,Mossombo,Personne âgee,1,17957.66823,80668.58321,Minganga,Mossombo,Bandza,Bylikombo2,,,,,,,0,0,6244.364051,51478.94943,54909.40613,6244.364051,894.3387032,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,R,11,village_camp
478,804,Bylikombo2,MI216,M,Mobangui,Adulte,4,222191.6116,318217.7498,Minganga,Mossombo,Mobangui,Bonile,,Mossombo,Mossombo,Mbili,,,MI226,214535.4789,7101.984706,0,209468.5659,209468.5659,657.8706276,NA,214535.4789,7101.984706,NA,NA,214535.4789,7101.984706,210589.1143,1241.301714,C,R,18,village_camp
479,809,Bylikombo2,MI226,F,Mossombo,Adulte,4,19519.01303,107290.8118,Minganga,Mossombo,Mbili,,,Mobangui,Mossombo,Mobangui,,Bonile,MI216,0,7101.984706,6793.813757,1241.301714,7101.984706,NA,NA,214535.4789,209468.5659,657.8706276,NA,0,7101.984706,214535.4789,209468.5659,C,R,18,village_camp
480,810,Essesse,MI187,M,Mbili,Adulte,5,24750.83299,125215.0675,Minganga,Mbili,Mbili,,,Mossombo,Mossombo,Mossombo,,,MI188,0,14858.30804,0,14858.30804,14858.30804,NA,NA,6793.813757,19707.13041,NA,NA,6793.813757,19707.13041,6793.813757,19707.13041,C,V,24,village_camp
481,811,Essesse,MI188,F,Mossombo,Adulte,5,18682.03395,80668.58321,Minganga,Mossombo,Mossombo,,,Mbili,Mbili,Mbili,,,MI187,0,19707.13041,0,19707.13041,19707.13041,NA,NA,6793.813757,14858.30804,NA,NA,6793.813757,14858.30804,6793.813757,14858.30804,C,V,24,village_camp
482,812,Essesse,MI189,F,Mossombo,Adolescent,2,17957.66823,80668.58321,Minganga,Mossombo,Mbili,,Ngata,,,,,,0,0,19707.13041,6793.813757,14858.30804,19707.13041,NA,334.2064132,NA,NA,NA,NA,NA,NA,NA,NA,C,V,24,village_camp
483,815,Essesse,MI192,F,Toukoulaka,Adolescent,0,27991.64378,88787.57259,Minganga,Minganga,Attention,Essesse,Aucun,,,,,,0,14953.41271,14858.30804,148297.5455,120328.7001,28173.8878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,24,village_camp
484,816,Essesse,MI193,F,Mossombo,Personne âgee,0,NA,#NAME?,Minganga,,,,,,,,,,0,NA,NA,NA,NA,19707.13041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,24,village_camp
485,817,Essesse,MI195,M,Mbili,Adulte,0,24568.87027,76117.73686,Minganga,Mbili,Mbili,,Aucun,,,,,,0,0,14858.30804,0,14858.30804,14858.30804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,24,village_camp
486,818,Essesse,MI196,F,Mbili,Adolescent,0,24568.87027,76117.73686,Minganga,Mossombo,Mbili,Essesse,Essesse,,,,,,0,6793.813757,19707.13041,0,14858.30804,14858.30804,0,14858.30804,NA,NA,NA,NA,NA,NA,NA,NA,C,V,24,village_camp
487,819,Essesse,MI197,F,Mbili,Adulte,0,71094.09103,160890.9746,Minganga,Mbili,Mossombo,,Longa,,,,,,0,0,14858.30804,6793.813757,19707.13041,14858.30804,NA,15572.13157,NA,NA,NA,NA,NA,NA,NA,NA,C,V,24,village_camp
488,820,Essesse,MI198,F,Mbili,Adulte,5,50434.28492,160890.9746,Minganga,Mbili,Attention,,Attention,,,,,,0,0,14858.30804,134923.0138,120328.7001,14858.30804,NA,120328.7001,NA,NA,NA,NA,NA,NA,NA,NA,C,V,24,village_camp
490,825,Mbaya,MI202,F,,Adolescent,0,NA,#NAME?,Minganga,Pokola,Ngoko,Ngombe,,,Mbaya,Djaka,,Kabo,MI203,NA,69643.10043,NA,228353.8178,NA,158455.327,NA,NA,NA,96480.42175,NA,NA,0,NA,51576.61256,C,R,35,village_camp
491,826,Mbaya,MI203,M,,Adolescent,0,NA,#NAME?,Minganga,Mbaya,Djaka,Kabo,,,Pokola,Ngoko,,Ngombe,MI202,NA,0,NA,51576.61256,NA,96480.42175,NA,NA,NA,158455.327,NA,NA,69643.10043,NA,228353.8178,C,R,35,village_camp
492,827,Mbila,MI167,F,Mbili,Personne âgee,0,24568.87027,125215.0675,Minganga,Mbili,Mbili,,,,,,,,0,0,14603.89907,0,14603.89907,14603.89907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,15,village_camp
493,828,Mbila,MI168,M,Mossombo,Adulte,7,18794.64731,157666.0203,Minganga,Mbili,Bomassa,Mbila,Mossombo,Mbili,Mossombo,Mbili,,Pokola,MI169,6793.813757,14603.89907,104965.1851,92540.31789,19473.22157,0,19473.22157,6793.813757,14603.89907,61539.51754,NA,0,19473.22157,6793.813757,14603.89907,C,V,15,village_camp
494,829,Mbila,MI169,F,Mbili,Adulte,6,24386.90755,76117.73686,Minganga,Mossombo,Mbili,Pokola,,Mossombo,Mbili,Bomassa,Mossombo,Mbila,MI168,6793.813757,19473.22157,0,14603.89907,14603.89907,61539.51754,NA,6793.813757,19473.22157,0,19473.22157,0,14603.89907,98269.02425,92540.31789,C,V,15,village_camp
495,835,Mbila,MI175,M,Minganga,Adulte,4,76117.73686,230074.9085,Minganga,Minganga,Toukoulaka,Mbili,Mbili,Mossombo,Mbili,Mossombo,Djoki,Mbila,MI176,0,14603.89907,14953.41271,27946.16286,14603.89907,14603.89907,14603.89907,6793.813757,19473.22157,0,12437.1066,0,14603.89907,6793.813757,19473.22157,C,V,15,village_camp
496,836,Mbila,MI176,F,Mossombo,Adulte,4,17957.66823,80668.58321,Minganga,Mbili,Mossombo,Mbila,Djoki,Minganga,Minganga,Toukoulaka,Mbili,Mbili,MI175,6793.813757,14603.89907,0,19473.22157,19473.22157,0,12437.1066,6793.813757,14603.89907,14603.89907,14603.89907,6793.813757,14603.89907,8565.791592,27946.16286,C,V,15,village_camp
497,837,Mbila,MI177,M,Mossombo,Adulte,3,17845.05488,80668.58321,Minganga,Mossombo,Mossombo,,Aucun,,,,,,0,0,19473.22157,0,19473.22157,19473.22157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,15,village_camp
498,838,Misseke_MI,MI145,M,Attention,Adulte,2,148297.5455,156612.8882,Minganga,Attention, ,Attention,Aucun,Attention,Attention,Minganga,Aucun,Attention,MI146,0,133391.886,NA,NA,133391.886,133391.886,NA,0,133391.886,133391.886,NA,0,133391.886,134923.0138,14447.53663,C,F,9,forest_camp
499,839,Misseke_MI,MI146,F,Attention,Adulte,2,148297.5455,156612.8882,Minganga,Attention,Minganga,Attention,Aucun,Attention,Attention, ,Aucun,Attention,MI145,0,133391.886,134923.0138,14447.53663,133391.886,133391.886,NA,0,133391.886,133391.886,NA,0,133391.886,NA,NA,C,F,9,forest_camp
500,842,Misseke_MI,MI149,M,Ikelemba,Personne âgee,3,83916.55789,124061.6973,Minganga,Ikelemba,Likelemba,,,,,,,,0,0,64376.12336,NA,NA,64376.12336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,9,forest_camp
