,residence_camp,ref,sex,birthplace,age,children_alive,median_dist,max_dist,region,Lieu.de.naissance.de.leur.mère.coded,Lieu.de.naissance.de.leur.père.coded,Lieu.où.leur.mère.habite.coded,Lieu.où.leur.père.habite.coded,spouse_bp,mom_inlaw_bp,dad_inlaw_bp,dad_inlaw_living,mom_inlaw_living,spouse_myref
504,Mopende,M41,F,Pape,Adulte,NA,23915.66405,93815.98986,Macao,Pape,Pape,Mopende,Mopende,Pape,Pape,NA,NA,NA,M39
505,Kakelo4,M115,M,,Adulte,NA,NA,#NAME?,Macao,NA,Bangui,NA,NA,NA,NA,NA,NA,NA,0
506,Kakelo2,M131,M,Bangui,Adulte,3,11307.58222,95966.91579,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M132
507,Molapa_MA,M25,F,Macao,Adulte,NA,26374.61412,27130.55969,Macao,Macao,Macao,NA,NA,Bangui,Bangui,Macao,NA,NA,M24
508,Boua2,M123,F,Bangui,Enfant,NA,11105.41551,47606.64384,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
509,Boua1,M137,F,Dongou,Adulte,NA,94832.2103,143421.7034,Macao,NA,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M69
510,Kakelo1,M97,F,Bangui,Adulte,NA,10804.33597,47606.64384,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Mbanza,NA,NA,M96
511,Pape,M50,F,Pape,Enfant,NA,34925.81575,120742.7101,Macao,Pape,Bai,NA,NA,NA,NA,NA,NA,NA,0
512,Pape,M45,F,Pape,Enfant,NA,7999.768807,34925.81575,Macao,Pape,Pape,NA,NA,NA,NA,NA,NA,NA,0
513,Atanga,M172,F,Macao,Adolescent,NA,32088.35349,115566.1052,Macao,Macao,Macao,Atanga,NA,NA,NA,NA,NA,NA,0
514,Kakelo4,M166,F,Bangui,Enfant,NA,21223.66746,47606.64384,Macao,Bangui,Bangui,Kakelo4,Kakelo4,NA,NA,NA,NA,NA,0
515,Boua2,M122,F,Bangui,Adulte,NA,11105.41551,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M121
516,Kakelo4,M161,M,Bangui,Adulte,NA,11567.87874,47606.64384,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M162
517,Boua2,M125,F,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
518,Kakelo4,M165,F,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Kakelo4,Kakelo4,NA,NA,NA,NA,NA,0
519,Kakelo2,M89,M,Bangui,Adolescent,NA,16449.50294,162268.2931,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
520,Moyimbi,M1,F,Dongou,Adulte,6,116427.06,143421.7034,Macao,Dongou,Macao,NA,NA,Dongou,NA,Dongou,NA,NA,M2
521,Kakelo6,M107,M,Bayanga,Adulte,2,125152.0511,244334.8583,Macao,NA,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M108
522,Moyimbi,M7,M,Macao,Adulte,2,61669.58442,164626.8908,Macao,Pape,Macao,NA,NA,Macao,Macao,Dongou,NA,NA,M8
523,Mopende,M33,M,Pape,Personne agee,NA,114345.0508,334770.6185,Macao,Macao,Pape,NA,NA,Pape,Pape,Pape,NA,NA,M36
524,Mopende,M37,M,Pape,Adolescent,NA,23915.66405,93815.98986,Macao,Pape,Pape,Mopende,Mopende,NA,NA,NA,NA,NA,0
525,Malomba,M55,M,Bangui,Personne agee,NA,90648.67513,994195.1309,Macao,Bangui,Bayanga,NA,NA,NA,NA,NA,NA,NA,NA
526,Malomba,M61,M,Molapa_MA,Enfant,NA,22094.66991,121095.6731,Macao,Macao,Bangui,Malomba,NA,NA,NA,NA,NA,NA,0
527,Atanga,M177,F,Macao,Adulte,NA,34925.81575,139250.905,Macao,Macao,Macao,NA,NA,NA,NA,NA,NA,NA,0
528,Mopende,M39,M,Pape,Adulte,5,5227.300933,34925.81575,Macao,Pape,NA,NA,NA,Pape,Pape,Pape,Mopende,Mopende,M41
529,Kakelo1,M147,F,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Kakelo1,Kakelo1,NA,NA,NA,NA,NA,0
530,Boua1,M67,M,Bangui,Adulte,NA,11307.58222,47606.64384,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M68
531,Atanga,M171,F,Macao,Adulte,4,34964.80066,139250.905,Macao,Macao,Macao,NA,NA,NA,NA,NA,NA,NA,0
532,Kakelo3,M149,F,Bangui,Enfant,NA,16366.70819,47606.64384,Macao,Bangui,Bangui,Kakelo3,Kakelo3,NA,NA,NA,NA,NA,0
533,Kakelo6,M159,F,Bangui,Adulte,NA,11105.41551,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M158
534,Moyimbi,M3,F,Macao,Enfant,NA,31067.17263,35003.78557,Macao,Dongou,Dongou,Moyimbi,Moyimbi,NA,NA,NA,NA,NA,0
535,Moyimbi,M6,M,Macao,Enfant,NA,35003.78557,35003.78557,Macao,Dongou,Macao,NA,NA,NA,NA,NA,NA,NA,0
536,Kakelo4,M118,M,Bangui,Enfant,NA,11538.81383,11840.29787,Macao,Bangui,Bangui,Kakelo4,NA,NA,NA,NA,NA,NA,0
537,Bateke2,M16,F,Moudjanda,Personne agee,NA,855154.5136,861610.8204,Macao,Bangui,Berandjokou,NA,NA,NA,NA,NA,NA,NA,0
538,Molapa_MA,M23,F,Macao,Enfant,NA,36612.6562,47606.64384,Macao,Bangui,Macao,Molapa_MA,Molapa_MA,NA,NA,NA,NA,NA,0
539,Boua2,M129,M,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
540,Atanga,M176,F,Thanry,Adolescent,0,19211.18609,103155.7228,Macao,Bangui,Macao,NA,NA,NA,NA,NA,NA,NA,0
541,Pape,M47,F,Loundoungou,Enfant,NA,97746.89532,207349.0809,Macao,Pape,Pape,NA,NA,NA,NA,NA,NA,NA,0
542,Molapa_MA,M19,F,Bangui,Adulte,NA,44560.63103,95966.91579,Macao,Bangui,Bangui,NA,NA,Macao,Macao,Macao,NA,NA,M18
543,Boua1,M62,M,Bangui,Personne agee,5,26677.45804,127175.4169,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Mombelou,NA,NA,M63
544,Kakelo2,M86,M,Bangui,Enfant,NA,10954.87574,47606.64384,Macao,Bangui,Bangui,Kakelo2,Kakelo2,NA,NA,NA,NA,NA,0
545,Boua1,M69,M,Bangui,Adulte,NA,25772.83441,90648.67513,Macao,Bangui,Bangui,NA,NA,Dongou,NA,Bangui,NA,NA,M137
546,Kakelo1,M146,F,Bangui,Enfant,NA,16014.00172,47606.64384,Macao,Bangui,Bangui,Kakelo1,Kakelo1,NA,NA,NA,NA,NA,0
547,Kakelo6,M158,M,Bangui,Adulte,NA,11509.74892,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M159
548,Atanga,M170,F,Macao,Personne agee,NA,25618.66856,115566.1052,Macao,NA,Mopoutou,NA,NA,NA,NA,NA,NA,NA,0
549,Atanga,M179,M,,Enfant,NA,NA,#NAME?,Macao,Macao,Bangui,Atanga,NA,NA,NA,NA,NA,NA,0
550,Boua2,M73,M,Bangui,Enfant,NA,11105.41551,47606.64384,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
551,Kakelo2,M88,M,Bangui,Personne agee,NA,10954.87574,90648.67513,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
552,Malomba,M56,F,Macao,Personne agee,NA,36757.53121,47606.64384,Macao,Macao,Dongou,NA,NA,NA,NA,NA,NA,NA,M54
553,Kakelo4,M120,F,Bangui,Adolescent,NA,11307.58222,47606.64384,Macao,Bangui,Bangui,Kakelo4,NA,NA,NA,NA,NA,NA,0
554,Boua2,M121,M,Bangui,Adulte,NA,11840.29787,171141.0329,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M122
555,Kakelo1,M139,M,Bangui,Adulte,NA,11509.74892,171141.0329,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M145
556,Moyimbi,M8,F,Macao,Adulte,2,31067.17263,35003.78557,Macao,Macao,Dongou,NA,NA,Macao,Pape,Macao,NA,NA,M7
557,Mopende,M43,F,Pape,Enfant,NA,23915.66405,120742.7101,Macao,Pape,Pape,Mopende,Mopende,NA,NA,NA,NA,NA,0
558,Kakelo1,M145,F,Bangui,Adulte,NA,10679.80333,95966.91579,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M139
559,Kakelo6,M153,M,Bangui,Adulte,NA,11105.41551,92063.47728,Macao,Bandza,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M154
560,Kakelo5,M102,F,Bangui,FALSE,0,16395.7731,47606.64384,Macao,Bangui,Bangui,Kakelo3,Kakelo3,NA,NA,NA,NA,NA,0
561,Kakelo6,M104,F,Bangui,Adulte,2,11307.58222,145508.9765,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M103
562,Boua2,M136,F,Bangui,Adulte,NA,7371.680477,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M130
563,Mopende,M66,F,Macao,Enfant,NA,NA,#NAME?,Macao,NA,Pape,NA,NA,NA,NA,NA,NA,NA,0
564,Movossovosso,M82,F,Bangui,Personne agee,NA,10679.80333,95966.91579,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
565,Kakelo3,M141,F,Bangui,Personne agee,NA,NA,#NAME?,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
566,Malomba,M58,M,Molapa_MA,Enfant,NA,12972.13129,25618.66856,Macao,Macao,Bangui,Malomba,NA,NA,NA,NA,NA,NA,0
567,Bakouengue,M34,F,Bayanga,Enfant,NA,90227.61417,102939.8281,Macao,Bayanga,Berandjokou,Bakouengue,Bakouengue,NA,NA,NA,NA,NA,0
568,Atanga,M175,F,Macao,FALSE,NA,29851.1433,32571.72692,Macao,Macao,Macao,Atanga,NA,NA,NA,NA,NA,NA,0
569,Boua2,M71,F,Bangui,Adulte,2,11307.58222,95966.91579,Macao,Bangui,Bangui,NA,NA,Bangui,NA,Bangui,NA,NA,M70
570,Atanga,M181,F,Macao,Enfant,NA,NA,#NAME?,Macao,Mabonga,NA,Atanga,NA,NA,NA,NA,NA,NA,0
571,Atanga,M174,M,Macao,Enfant,NA,32571.72692,115566.1052,Macao,Macao,Macao,Atanga,NA,NA,NA,NA,NA,NA,0
572,Kakelo2,M87,F,Bangui,Enfant,NA,10804.33597,47606.64384,Macao,Bangui,Bangui,Kakelo2,Kakelo2,NA,NA,NA,NA,NA,0
573,Pape,M53,F,Pape,Enfant,NA,34925.81575,34925.81575,Macao,NA,Bai,NA,NA,NA,NA,NA,NA,NA,0
574,Boua2,M70,M,Bangui,Adulte,7,11509.74892,162268.2931,Macao,NA,Bangui,NA,NA,NA,NA,NA,NA,NA,"M90,M71"
575,Atanga,M180,F,Mabonga,Enfant,NA,NA,#NAME?,Macao,,Bangui,Atanga,NA,NA,NA,NA,NA,NA,0
576,Molapa_MA,M18,M,Macao,Adulte,8,106011.1996,151752.9837,Macao,Macao,Macao,NA,NA,Bangui,Bangui,Bangui,NA,NA,M19
577,Molapa_MA,M22,M,Macao,Enfant,NA,25618.66856,27130.55969,Macao,Bangui,Macao,Molapa_MA,Molapa_MA,NA,NA,NA,NA,NA,0
578,Kakelo6,M160,M,Kakelo6,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
579,Bateke2,M17,M,Macao,Enfant,NA,20702.80918,47606.64384,Macao,Bangui,Berandjokou,NA,NA,NA,NA,NA,NA,NA,0
580,Kakelo2,M133,M,Bangui,Enfant,NA,29205.48991,47606.64384,Macao,Bangui,Bangui,Kakelo2,Kakelo2,NA,NA,NA,NA,NA,0
581,Bakouengue,M28,M,Macao,Enfant,NA,25618.66856,27130.55969,Macao,Macao,Dongou,Bakouengue,NA,NA,NA,NA,NA,NA,0
582,Kakelo5,M143,M,Bangui,Enfant,NA,NA,#NAME?,Macao,NA,Bangui,NA,NA,NA,NA,NA,NA,NA,0
583,Bateke2,M14,M,Bangui,Adulte,0,47606.64384,162268.2931,Macao,Bangui,Bangui,NA,NA,Maca,NA,NA,NA,NA,M15
584,Kakelo6,M156,M,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
585,Kakelo6,M157,M,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
586,Kakelo6,M109,F,Bangui,Enfant,NA,11509.74892,47606.64384,Macao,Bangui,Bayanga,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
587,Kakelo5,M100,M,Bangui,Enfant,NA,29587.26129,148499.2984,Macao,Bangui,Bangui,Kakelo5,NA,NA,NA,NA,NA,NA,0
588,Molapa_MA,M21,F,Macao,Enfant,NA,26374.61412,27130.55969,Macao,Bangui,Macao,Molapa_MA,Molapa_MA,NA,NA,NA,NA,NA,0
589,Atanga,M173,M,Macao,Enfant,NA,32088.35349,115566.1052,Macao,Macao,Macao,Atanga,NA,NA,NA,NA,NA,NA,0
590,Kakelo3,M148,F,Bangui,Adulte,NA,10742.06965,47606.64384,Macao,Bangui,Bangui,NA,NA,Bangui,Mboule,Mombelou,NA,NA,M140
591,Kakelo1,M95,F,Bangui,Personne agee,NA,10804.33597,95966.91579,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M94
592,Kakelo3,M98,M,Bangui,Adulte,2,47606.64384,127175.4169,Macao,Bangui,Bangui,Kakelo1,Kakelo1,NA,NA,NA,NA,NA,0
593,Boua1,M200,M,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Boua1,Boua1,NA,NA,NA,NA,NA,
594,Bonga2,M202,M,Bangui,Adulte,3,95966.91579,162268.2931,Macao,Bangui,Bangui,NA,NA,Bonga2,Mboule,Mboule,NA,Bonga2,M203
595,Bonga2,M203,F,Bonga2,Adulte,3,1365.664499,1365.664499,Macao,Mboule,Mboule,Bonga2,NA,Bangui,Bangui,Bangui,NA,NA,M202
596,Bonga2,M204,F,Bonga2,Adulte,3,46588.98731,163069.4207,Macao,Pape_village,Bobate,NA,Bonga2,NA,NA,NA,NA,NA,0
597,Bonga2,M205,F,Bangui,Adulte,7,47606.64384,47606.64384,Macao,Bangui,Seke,NA,Seke,NA,NA,NA,NA,NA,0
598,Bonga2,M401,F,Bangui,Adulte,,NA,#NAME?,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
599,Bonga2,M206,F,Bonga2,Personne agee,,69215.59165,91842.19599,Macao,NA,Ngombe,NA,NA,NA,NA,NA,NA,NA,0
600,Bonga2,M207,M,Bonga2,Adulte,0,69215.59165,91842.19599,Macao,Bonga2,Bai,Bonga2,NA,NA,NA,NA,NA,NA,0
601,Bate,M208,M,Bate,Adulte,3,84102.75377,128341.4922,Macao,Bate,Bate,NA,NA,NA,NA,NA,NA,NA,0
602,Bonga2,M209,F,Thanry,Enfant,0,NA,#NAME?,Macao,Bangui,Bangui,Mbala,Mbala,NA,NA,NA,NA,NA,0
603,Bonga1,M210,M,,Adulte,4,NA,#NAME?,Macao,Bangui,NA,Loundoungou,NA,Bangui,Bangui,Bangui,NA,Mboule,M211
604,Bonga1,M211,F,Bangui,Adulte,5,32988.3727,47606.64384,Macao,Bangui,Bangui,Mboule,NA,,Bangui,NA,NA,Loundoungou,M210
605,Bonga1,M212,M,Bangui,Adulte,4,67063.269,162268.2931,Macao,Bangui,Bangui,Bonga1,Bonga1,NA,NA,NA,NA,NA,0
606,Bonga1,M213,M,Bangui,Personne agee,3,87166.13738,127175.4169,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
607,Bonga1,M214,M,Bangui,Adulte,1,79676.80877,127175.4169,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,,Bonga1,Bonga1,M260
608,Bonga1,M215,M,Bangui,Enfant,0,NA,#NAME?,Macao,Bonga2,Bangui,Bonga2,Bonga2,NA,NA,NA,NA,NA,0
609,Bonga1,M216,F,Bonga1,Enfant,0,NA,#NAME?,Macao,Bangui,,Bonga1,Bonga1,NA,NA,NA,NA,NA,0
610,Bonga1,M217,M,Bangii,Enfant,0,NA,#NAME?,Macao,Bangui,,Bonga1,Bonga1,NA,NA,NA,NA,NA,0
611,Bonga1,M218,M,Bangui,Enfant,0,NA,#NAME?,Macao,NA,NA,Bonga1,Bonga1,NA,NA,NA,NA,NA,0
612,Bonga1,M219,F,Bangui,Enfant,0,NA,#NAME?,Macao,NA,Bangui,NA,Bonga1,NA,NA,NA,NA,NA,0
613,Payo,M220,M,Bangui,Adolescent,0,104937.4685,162268.2931,Macao,Bangui,Bangui,Bonga1,Bonga1,Bangui,Bangui,Bangui,Payo,Payo,M257
614,Payo,M221,F,,Personne agee,2,NA,#NAME?,Macao,NA,Bangui,Boua,NA,NA,NA,NA,NA,NA,0
615,Payo,M222,M,,Personne agee,3,NA,#NAME?,Macao,Bangui,NA,NA,NA,,NA,Bangui,NA,Boua,M221
616,Payo,M223,F,,Adulte,8,NA,#NAME?,Macao,,Djoube,Payo,Impfondo,Bangui,Bangui,Minganga,Loundoungou,Loundoungou,M224
617,Payo,M224,M,Bangui,Adulte,7,83421.47307,228911.9205,Macao,Bangui,Minganga,Loundoungou,Loundoungou,,,Djoube,Impfondo,Payo,M223
618,Payo,M225,M,Bangui,Enfant,0,NA,#NAME?,Macao,,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
619,Payo,M227,F,Bangui,Adulte,1,49148.20283,145508.9765,Macao,Djoube,Bangui,Payo,Payo,Macao,Seke,Macao,Bomassa,Loundoungou,M230
620,Payo,M228,F,Djoube,Adulte,7,51640.16909,170148.2931,Macao,,Djoube,Payo,Djoube,Bangui,Bangui,Bangui,NA,Loundoungou,M229
621,Payo,M229,M,Bangui,Adulte,5,83421.47307,162268.2931,Macao,Bangui,Bangui,Loundoungou,NA,Djoube,,Djoube,Djoube,Payo,M228
622,Payo,M230,M,Macao,Adulte,Erreur,126168.4064,164626.8908,Macao,Seke,Macao,Loundoungou,Bomassa,Bangui,Djoube,Bangui,Payo,Payo,M227
623,Payo,M231,F,Bangui,Enfant,0,NA,#NAME?,Macao,Djoube,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
624,Payo,M232,F,Bangui,Enfant,0,NA,#NAME?,Macao,Djoube,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
625,Payo,M233,M,Bangui,Enfant,0,NA,#NAME?,Macao,Djoube,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
626,Payo,M234,F,Bangui,Enfant,0,NA,#NAME?,Macao,,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
627,Payo,M235,F,Bangui,Enfant,0,NA,#NAME?,Macao,,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
628,Payo,M236,M,Loundoungou,Enfant,0,NA,#NAME?,Macao,,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
629,Bate,M237,F,Bangui,Adulte,3,32988.3727,47606.64384,Macao,Bangui,Bangui,Bate,Bate,Bandza,Bangui,Bangui,Mboule,Mboule,M238
630,Bate,M238,M,Bandza,Adulte,3,50689.76183,63186.21577,Macao,Bangui,Bangui,Mboule,Mboule,Bangui,Bangui,Bangui,Bate,Bate,M237
631,Bete3,M239,M,Bangui,Adulte,2,87166.13738,162268.2931,Macao,Bangui,Bangui,NA,NA,Bangui,Mboule,Bangui,Mboule,NA,M240
632,Bete3,M240,F,Bangui,Adulte,2,47606.64384,90648.67513,Macao,Mboule,Bangui,NA,Mboule,Bangui,Bangui,Bangui,NA,NA,M239
633,Bete3,M241,F,Bangui,Adulte,2,17541.07699,17541.07699,Macao,Bangui,Bangui,Bete3,NA,NA,NA,NA,NA,NA,0
634,Bete1,M242,M,Bangui,Adulte,5,87166.13738,162268.2931,Macao,Mboule,Bangui,Bete1,Bete1,Bangui,NA,Bangui,NA,NA,M244
635,Bete1,M243,F,Mboule,Adulte,5,47313.79647,91262.01276,Macao,Bete1,Mboule,Bete2,Mboule,Bangui,Mboule,Bangui,Bete1,Bete1,M242
636,Bete1,M244,F,Bangui,Personne agee,3,32988.3727,47606.64384,Macao,NA,Bangui,NA,NA,NA,NA,NA,NA,NA,0
637,Bete1,M245,M,Bangui,Adulte,4,67063.269,127175.4169,Macao,Mboule,Bate,Bete1,NA,NA,NA,NA,NA,NA,0
638,Payo,M246,M,Boua,Adulte,5,NA,#NAME?,Macao,Boua,Bangui,Payo,Payo,Bangui,Bangui,Bangui,NA,NA,M248
639,Payo,M247,F,,Personne agee,3,NA,#NAME?,Macao,NA,Bangui,NA,NA,NA,NA,NA,NA,NA,0
640,Payo,M248,F,Bangui,Adulte,5,32988.3727,47606.64384,Macao,Bangui,Bangui,NA,NA,,NA,Bangui,NA,NA,M247
641,Bete3,M249,M,Bangui,Enfant,0,NA,#NAME?,Macao,Bangui,Bangui,Bete3,Bete3,NA,NA,NA,NA,NA,0
642,Bete3,M250,M,Loundoungou,Enfant,0,NA,#NAME?,Macao,Bangui,Bangui,Bete3,Bete3,NA,NA,NA,NA,NA,0
643,Bonga1,M251,,Mboule,Adulte,5,32707.67068,91262.01276,Macao,Mboule,Mboule,Mboule,Mboule,NA,NA,NA,NA,NA,0
644,Bete1,M252,F,Bangui,Adolescent,1,47606.64384,47606.64384,Macao,Macao,Bangui,NA,Bete1,NA,NA,NA,NA,NA,0
645,Bete1,M253,F,Bangui,Adulte,6,49148.20283,162268.2931,Macao,Bangui,Pape_village,NA,NA,Bangui,Mboule,Bate,NA,Bete1,M245
646,Bete1,M254,M,Bangui,Adolescent,1,49148.20283,162268.2931,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,Bete1,Bete1,M255
647,Bete1,M255,F,Bangui,Adolescent,1,47606.64384,90648.67513,Macao,Bangui,Bangui,Bete1,Bete1,NA,NA,NA,NA,NA,0
648,Payo,M257,F,Bangui,Adolescent,0,47606.64384,47606.64384,Macao,Bangui,Bangui,Payo,Payo,Bangui,Bangui,Bangui,Bonga1,Bonga1,M220
649,Bonga1,M258,F,Bangui,Personne agee,3,32988.3727,47606.64384,Macao,Bangui,Bangui,Bonga2,NA,NA,NA,NA,NA,NA,0
650,Payo,M256,M,,Enfant,0,NA,#NAME?,Macao,Djoube,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
651,Bonga1,M259,F,Bangui,Adulte,1,90319.19735,162268.2931,Macao,Bangui,Bangui,Bonga2,Bangui,NA,NA,NA,NA,NA,0
652,Bonga1,M260,F,Bangui,Adulte,1,162268.2931,245156.8641,Macao,Bangui,,Bonga1,Bonga1,Bangui,Bangui,Bangui,NA,NA,M214
653,Bonga1,M261,F,Bangui,Adulte,4,47606.64384,90648.67513,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
654,Bete2,M262,F,Bangui,Adulte,5,47606.64384,47606.64384,Macao,Bangui,Bangui,Bete2,NA,Bangui,Bangui,Bandza,Payo,NA,M267
655,Bete2,M263,F,Bangui,Adulte,5,50689.76183,50689.76183,Macao,Bandza,Bangui,NA,NA,NA,NA,NA,NA,NA,0
656,Bete2,M264,F,Bangui,Personne agee,1,NA,#NAME?,Macao,NA,Mboule,Dead,NA,NA,NA,NA,NA,NA,0
657,Bete2,M265,M,Bangui,Adulte,4,104220.8882,235071.674,Macao,Bangui,Bangui,Loundoungou,Loundoungou,Bangui,Bangui,Bangui,NA,NA,M266
658,Bete2,M266,F,Bangui,Adulte,4,54509.38835,90648.67513,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
659,Bete2,M267,M,Bangui,Adulte,10,50689.76183,162268.2931,Macao,Bangui,Bandza,NA,Payo,NA,NA,NA,NA,NA,0
660,Bete3,M268,F,Bangui,Adulte,3,32573.86042,47606.64384,Macao,Bangui,Bangui,Bete3,NA,NA,NA,NA,NA,NA,0
661,Bete2,M269,F,Bangui,Personne agee,2,NA,#NAME?,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
662,Payo,M270,F,Bangui,Enfant,0,NA,#NAME?,Macao,,Bangui,Payo,Payo,NA,NA,NA,NA,NA,0
663,Mboule,M271,M,Bangui,Adulte,4,21223.66746,47606.64384,Macao,Bangui,Bangui,Mboule,Mboule,Mboule,Mboule,NA,Bangui,Bangui,M272
664,Mboule,M272,M,Mboule,Adulte,4,83547.79561,162783.3621,Macao,Mboule,NA,Bangui,Bangui,Bangui,Bangui,Bangui,Mboule,Mboule,M271
665,Mboule,M273,F,Bangui,Adolescent,0,47606.64384,47606.64384,Macao,Bangui,Bangui,Mboule,Mboule,Mboule,Mboule,Bangui,NA,NA,M274
666,Mboule,M274,M,Mboule,Adolescent,0,47313.79647,162783.3621,Macao,Mboule,Bangui,NA,NA,Bangui,Bangui,Bangui,Mboule,Mboule,M273
667,Mboule,M275,M,Bangui,Personne agee,3,NA,#NAME?,Macao,NA,Bai,NA,NA,NA,NA,NA,NA,NA,0
668,Mboule,M277,F,,Personne agee,7,NA,#NAME?,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
669,Mboule,M279,F,Mboule,Adulte,3,9361.263927,18101.54488,Macao,NA,Bangui,Thanry,NA,Mboule,Mboule,Bangui,NA,Loundoungou,M278
670,Mboule,M278,M,Mboule,Adulte,3,54681.77882,91262.01276,Macao,Mboule,Bangui,Loundoungou,NA,NA,NA,NA,NA,NA,0
671,Mboule,M280,F,Mboule,Adulte,1,32707.67068,91262.01276,Macao,NA,Bangui,NA,NA,NA,NA,NA,NA,NA,0
672,Mboule,M281,F,Mboule,Adulte,2,50889.23969,91262.01276,Macao,,Mboule,Mboule,Mboule,NA,NA,NA,NA,NA,0
673,Mboule,M282,M,Bangui,Adulte,4,54509.38835,90648.67513,Macao,Mboule,Bangui,NA,Boua,Bangui,Bangui,Bangui,NA,Mboule,M283
674,Mboule,M283,F,Bangui,Adulte,2,18370.10157,18370.10157,Macao,Bangui,Bangui,Mboule,NA,Bangui,Mboule,Bangui,Boua,NA,M282
675,Mboule,M284,F,Bangui,Adulte,3,47606.64384,115469.1537,Macao,NA,Bangui,NA,Mboule,Bangui,Mboule,Bangui,Boua,NA,M282
676,Mboule,M285,M,Bangui,Adolescent,0,32988.3727,47606.64384,Macao,Bangui,Bangui,NA,Mboule,NA,NA,NA,NA,NA,0
677,Mboule,M286,F,Bangui,Adulte,2,18370.10157,18370.10157,Macao,Bangui,Bangui,NA,Mboule,Bangui,Bangui,Bangui,NA,Mboule,M287
678,Mboule,M287,F,Bangui,Adolescent,0,21223.66746,47606.64384,Macao,Bangui,Bangui,Mboule,NA,NA,NA,NA,NA,NA,0
679,Goumakoungou2,M288,M,Mboule,Personne agee,6,54464.6829,162783.3621,Macao,Pape,NA,Goumakongou2,NA,Bangui,Bangui,Bangui,NA,Goumakongou2,M289
680,Goumakoungou2,M373,F,Bangui,Personne agee,1,47606.64384,47606.64384,Macao,Bangui,NA,NA,NA,NA,NA,NA,NA,NA,0
