ref,sex,birthplace,region,median_dist,max_dist,min_dist,places_visited,times_live,times_just_visit,times_hunt,times_friend_visit,times_bantu_work,times_dance,times_fam_visit,times_fish,times_gather
E161,F,Bongoye,Enyelle,NA,NA,NA,3,0,0,0,1,0,1,1,0,0
E162,F,Enyelle,Enyelle,NA,NA,NA,13,0,0,0,1,4,1,2,0,2
E164,M,Mimbelli,Enyelle,NA,NA,NA,7,0,1,0,1,1,1,2,0,0
E167,F,Kombo3,Enyelle,7005.84173,7005.84173,7005.84173,3,1,0,0,0,0,0,0,0,1
E171,F,Enyelle,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,0,0,0
E173,M,Kombo3,Enyelle,7093.19337,7093.19337,7093.19337,5,1,0,0,0,0,0,0,0,1
E175,F,Enyelle,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,0,0,0
E176,M,Coconacoco1,Enyelle,NA,NA,NA,12,0,0,0,0,4,2,1,0,0
E177,F,Enyelle,Enyelle,25912.7852,25912.7852,25912.7852,6,1,2,0,0,0,0,1,0,0
E178,F,Molapa_EN,Enyelle,25912.7852,25912.7852,25912.7852,2,1,0,0,0,0,0,0,0,0
E18,F,Enyelle,Enyelle,NA,NA,NA,12,0,0,0,1,1,0,6,1,0
E180,F,Enyelle,Enyelle,16502.9893,25912.7852,7093.19337,3,2,0,0,0,0,0,0,0,0
E182,F,Enyelle,Enyelle,NA,NA,NA,5,0,0,0,0,0,0,1,0,0
E184,M,Enyelle,Enyelle,NA,NA,NA,5,0,0,3,0,0,0,0,0,0
E185,F,Enyelle,Enyelle,40023.6226,40023.6226,40023.6226,3,1,0,0,0,0,0,0,1,0
E186,F,Kombo1,Enyelle,31751.9115,31751.9115,31751.9115,6,1,1,0,0,1,0,2,0,0
E19,F,Btou,Enyelle,48705.5735,48705.5735,48705.5735,5,2,0,0,0,0,0,1,0,0
E191,F,Mimbelli,Enyelle,NA,NA,NA,3,0,0,0,0,0,0,0,0,0
E193,F,Mimbelli,Enyelle,NA,NA,NA,3,0,0,0,0,0,0,0,0,0
E194,F,Mimbelli,Enyelle,23352.2034,23352.2034,23352.2034,3,1,0,0,0,0,0,0,0,0
E195,F,Mimbelli,Enyelle,NA,NA,NA,3,0,0,0,0,0,0,0,0,0
E196,F,Mimbelli,Enyelle,NA,NA,NA,7,0,0,0,1,0,2,0,0,0
E197,F,Bissambi,Enyelle,51870.27,128616.809,34279.7379,10,4,0,0,0,1,0,1,0,0
E199,M,Djoub,Enyelle,6708.88197,6708.88197,6708.88197,2,1,0,0,0,0,1,0,0,0
E2,F,Enyelle,Enyelle,NA,NA,NA,15,0,0,0,3,1,0,0,2,1
E20,F,Btou,Enyelle,NA,NA,NA,5,0,0,0,0,1,0,1,0,0
E200,F,Mimbelli,Enyelle,23352.2034,23352.2034,23352.2034,4,1,0,0,0,1,0,1,0,0
E201,F,Bissambi,Enyelle,23352.2034,23352.2034,23352.2034,6,1,0,0,0,0,0,1,0,0
E202,M,Mimbelli,Enyelle,NA,NA,NA,5,0,0,0,0,2,0,0,0,0
E203,F,,Enyelle,6708.88197,6708.88197,6708.88197,2,1,0,0,0,0,0,0,0,0
E205,M,Midjoukou,Enyelle,23352.2034,23352.2034,23352.2034,9,1,0,0,0,3,3,0,0,0
E206,F,Mimbelli,Enyelle,NA,NA,NA,4,0,0,0,0,0,1,1,0,0
E210,F,Mimbelli,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,1,0,0
E211,F,Mimbelli,Enyelle,NA,NA,NA,4,0,0,0,0,0,0,0,0,1
E212,F,Enyelle,Enyelle,NA,NA,NA,3,0,0,0,0,0,0,0,0,0
E215,F,Enyelle,Enyelle,NA,NA,NA,5,0,1,0,0,0,1,1,0,0
E217,F,Bongoye,Enyelle,6652.88691,6652.88691,6652.88691,3,1,0,0,0,0,0,1,0,0
E218,F,Coconacoco1,Enyelle,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
E22,M,Enyelle,Enyelle,NA,NA,NA,7,1,0,0,1,0,0,2,0,1
E220,F,Enyelle,Enyelle,NA,NA,NA,3,0,0,0,0,1,0,0,0,0
E221,M,Dongou,Enyelle,NA,NA,NA,7,0,0,3,0,1,0,0,0,1
E223,F,Coconacoco1,Enyelle,NA,NA,NA,2,0,0,0,0,1,0,0,0,0
E225,M,Coconacoco1,Enyelle,NA,NA,NA,4,0,1,0,0,0,0,1,0,0
E231,M,Enyelle,Enyelle,NA,NA,NA,6,0,0,1,0,2,0,2,0,0
E235,M,Enyelle,Enyelle,81208.4511,81208.4511,81208.4511,5,1,2,0,0,0,0,0,0,0
E236,F,Enyelle,Enyelle,6652.88691,6652.88691,6652.88691,3,1,1,0,0,0,0,0,0,0
E237,F,Coconacoco1,Enyelle,NA,NA,NA,2,0,0,0,0,1,0,0,0,0
E238,F,Enyelle,Enyelle,NA,NA,NA,3,0,0,0,0,0,1,1,0,0
E239,M,Kombo1,Enyelle,NA,NA,NA,2,0,0,0,0,1,1,0,0,0
E240,F,Mimbelli,Enyelle,NA,NA,NA,4,0,0,0,0,0,0,1,0,0
E241,F,Coconacoco2,Enyelle,NA,NA,NA,2,0,0,0,0,1,0,1,0,0
E242,F,Mimbelli,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,1,0,0
E243,M,Enyelle,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,1,0,0
E246,M,Mimbelli,Enyelle,14636.3019,14636.3019,14636.3019,13,1,0,0,1,7,1,0,0,0
E248,F,Bongoye,Enyelle,NA,NA,NA,7,0,0,0,0,0,1,5,0,0
E25,M,Enyelle,Enyelle,NA,NA,NA,9,2,0,0,0,2,2,0,0,1
E252,F,Enyelle,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,1,0,0
E254,F,Mimbelli,Enyelle,NA,NA,NA,3,0,0,0,0,0,0,1,0,0
E255,M,Mimbelli,Enyelle,NA,NA,NA,5,0,1,0,0,1,0,1,0,0
E26,M,Enyelle,Enyelle,48813.35,48813.35,48813.35,8,1,0,0,1,0,0,2,0,0
E261,F,Enyelle,Enyelle,NA,NA,NA,4,0,0,0,0,0,0,2,0,0
E262,M,Mimbelli,Enyelle,NA,NA,NA,5,0,0,0,0,1,1,1,0,0
E266,F,Enyelle,Enyelle,NA,NA,NA,6,0,0,0,0,1,0,0,0,3
E268,F,,Enyelle,NA,NA,NA,2,0,1,0,0,0,0,1,0,0
E269,M,Mimbelli,Enyelle,NA,NA,NA,1,0,0,0,0,0,0,1,0,0
E270,F,Kombo3,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,0,0,0
E271,M,Mimbelli,Enyelle,NA,NA,NA,5,0,1,0,0,0,1,0,0,0
E272,F,Mimputu,Enyelle,NA,NA,NA,3,0,0,0,0,0,1,0,0,0
E276,F,,Enyelle,NA,NA,NA,7,0,0,0,0,0,0,3,0,0
E277,F,Enyelle,Enyelle,NA,NA,NA,2,0,0,0,0,0,0,0,0,0
E279,M,Mimbelli,Enyelle,NA,NA,NA,4,0,1,0,0,1,0,1,0,0
E29,F,Enyelle,Enyelle,13219.8201,13219.8201,13219.8201,12,3,0,0,0,2,0,0,0,1
E31,M,Enyelle,Enyelle,NA,NA,NA,10,1,1,0,0,2,0,3,0,0
E32,M,Essembo1,Enyelle,48564.3659,48564.3659,48564.3659,7,2,0,0,0,1,1,1,0,0
E34,F,Enyelle,Enyelle,13380.3347,13380.3347,13380.3347,5,1,0,0,1,0,1,1,0,0
E35,M,Enyelle,Enyelle,NA,NA,NA,6,0,0,0,1,2,0,0,0,0
E36,F,Enyelle,Enyelle,NA,NA,NA,3,0,0,0,0,0,0,1,0,0
E37,F,Enyelle,Enyelle,NA,NA,NA,9,1,0,0,1,1,1,3,0,0
E39,F,Mokinda,Enyelle,NA,NA,NA,4,1,0,0,0,1,1,0,0,1
E40,F,Sambo,Enyelle,NA,NA,NA,5,0,0,0,0,0,1,1,0,0
E41,F,Essembo,Enyelle,NA,NA,NA,5,0,0,0,0,1,0,2,1,0
E42,F,Lokoko,Enyelle,NA,NA,NA,3,0,0,0,0,0,0,0,0,0
E44,F,Enyelle,Enyelle,9716.3307,9716.3307,9716.3307,16,1,4,0,0,1,1,1,1,0
E45,M,Btou,Enyelle,55204.0192,55204.0192,55204.0192,15,1,0,0,7,1,0,3,0,0
E47,F,Enyelle,Enyelle,NA,NA,NA,20,0,0,0,0,2,1,6,2,0
E48,F,,Enyelle,NA,NA,NA,24,0,0,0,4,1,5,4,2,0
E5,F,Enyelle,Enyelle,NA,NA,NA,3,0,0,0,0,1,2,0,0,0
E50,F,Landza,Enyelle,NA,NA,NA,25,0,0,0,3,3,3,7,2,0
E51,F,Btou,Enyelle,NA,NA,NA,15,0,0,0,5,1,0,1,0,0
E53,M,Enyelle,Enyelle,NA,NA,NA,28,0,0,8,5,2,1,2,3,6
E54,F,Mokinda,Enyelle,NA,NA,NA,21,0,0,0,0,2,1,0,4,8
E58,M,Btou,Enyelle,NA,NA,NA,18,0,0,0,2,1,1,3,7,2
E59,F,Enyelle,Enyelle,NA,NA,NA,20,0,0,0,5,1,1,0,6,6
E60,F,Enyelle,Enyelle,NA,NA,NA,18,0,0,0,4,1,1,0,0,7
E62,F,Enyelle,Enyelle,NA,NA,NA,6,1,0,0,2,0,0,2,0,0
E63,M,Enyelle,Enyelle,NA,NA,NA,11,1,3,0,0,0,0,2,2,0
E64,M,Enyelle,Enyelle,NA,NA,NA,9,1,0,0,0,1,2,2,0,0
E65,F,Enyelle,Enyelle,NA,NA,NA,14,0,0,0,3,0,0,1,2,7
E68,F,Enyelle,Enyelle,NA,NA,NA,11,0,0,0,2,1,0,3,1,3
E70,F,Lokoko6,Enyelle,NA,NA,NA,1,0,0,0,0,1,0,0,0,0
E71,F,Enyelle,Enyelle,NA,NA,NA,6,1,0,0,0,0,0,2,0,0
E72,M,Essembo,Enyelle,5309.2768,5309.2768,5309.2768,11,2,1,0,0,1,3,1,1,1
E73,M,Btou,Enyelle,NA,NA,NA,11,1,0,0,2,0,0,5,3,0
E76,F,Enyelle,Enyelle,NA,NA,NA,12,1,0,0,0,0,1,4,0,1
E78,M,Btou,Enyelle,3019.91996,3019.91996,3019.91996,13,1,0,0,0,2,0,1,2,1
E8,F,Enyelle,Enyelle,NA,NA,NA,2,0,0,0,0,1,1,0,0,0
E80,F,Lokoko4,Enyelle,NA,NA,NA,10,1,0,0,1,0,0,1,1,1
E81,M,Lokoko4,Enyelle,NA,NA,NA,5,0,2,0,0,0,0,1,1,0
E82,M,Lokoko4,Enyelle,NA,NA,NA,4,1,1,0,1,0,0,0,0,0
E83,F,Lokoko2,Enyelle,14470.0891,14470.0891,14470.0891,9,2,0,0,1,0,0,1,2,2
E84,F,Enyelle,Enyelle,NA,NA,NA,14,1,0,0,4,0,0,6,0,0
E9,F,Essembo,Enyelle,NA,NA,NA,5,1,0,0,0,1,0,1,0,0
E92,F,Lokoko4,Enyelle,NA,NA,NA,5,0,1,0,2,1,0,1,0,0
E94,M,Enyelle,Enyelle,84841.1609,134228.206,35454.1154,29,4,0,1,0,2,3,6,3,1
E96,F,Bangui_CAR,Enyelle,NA,NA,NA,4,0,0,0,0,0,1,1,0,1
E97,F,Btou,Enyelle,NA,NA,NA,6,1,0,0,0,1,0,0,1,0
E98,F,Bissambi,Enyelle,NA,NA,NA,2,0,0,0,0,1,0,0,0,0
E99,F,Essembo,Enyelle,NA,NA,NA,3,0,0,0,0,1,0,1,0,0
BE4,M,Ngongou,betou,NA,NA,NA,13,1,3,0,0,0,0,2,0,0
BE8,F,,betou,NA,NA,NA,11,1,0,0,1,0,0,2,0,1
BE10,M,Kenkenze,betou,NA,NA,NA,14,1,3,0,1,2,0,2,0,0
BE12,F,,betou,NA,NA,NA,12,1,1,0,0,1,0,0,0,3
BE13,M,Btou,betou,NA,NA,NA,13,1,5,0,2,2,0,2,0,0
BE15,M,Kenkenze,betou,NA,NA,NA,14,1,3,0,1,2,0,2,0,0
BE17,F,Kenkenze,betou,NA,NA,NA,11,1,0,0,1,1,0,1,0,0
BE18,M,Mongoumba,betou,NA,NA,NA,11,0,0,0,0,0,0,0,0,0
BE19,F,Wongo1,betou,NA,NA,NA,8,0,1,0,1,1,0,0,0,2
BE20,M,Mongoumba,betou,NA,NA,NA,12,1,2,0,0,0,0,0,0,0
BE21,F,,betou,NA,NA,NA,12,1,1,0,0,1,0,0,0,1
BE26,M,Btou,betou,11444.9873,16988.5137,5901.46103,10,3,0,0,1,1,0,2,0,0
BE31,M,Btou,betou,16786.1996,16786.1996,16786.1996,15,2,2,0,0,4,2,0,0,1
BE32,F,Enyelle,betou,NA,NA,NA,19,1,1,0,0,0,0,3,2,1
BE33,F,,betou,NA,NA,NA,10,1,1,0,0,2,2,1,0,0
BE36,M,Btou,betou,11444.9873,16988.5137,5901.46103,10,3,0,0,1,1,0,2,0,0
BE39,F,Btou,betou,8278.5167,8278.5167,8278.5167,8,2,0,0,1,1,0,1,0,1
BE40,F,Btou,betou,NA,NA,NA,1,0,0,0,0,0,0,1,0,0
BE48,M,Btou,betou,NA,NA,NA,14,1,3,0,0,0,1,1,0,0
BE50,F,Btou,betou,NA,NA,NA,11,1,1,0,0,0,3,2,0,0
BE51,M,,betou,NA,NA,NA,13,1,1,0,2,0,0,1,0,0
BE52,F,Bobo1,betou,NA,NA,NA,19,1,1,0,0,0,1,2,0,0
BE57,F,Mimbelli,betou,NA,NA,NA,12,0,0,0,1,0,0,1,0,0
BE60,M,,betou,NA,NA,NA,32,1,0,0,0,2,3,4,0,0
BE61,F,Enyelle,betou,47609.5203,47609.5203,47609.5203,17,1,1,0,1,0,1,1,2,1
BE63,M,Kenkenze,betou,NA,NA,NA,9,0,0,0,7,0,0,1,0,0
BE64,F,,betou,NA,NA,NA,9,0,0,0,7,1,0,0,0,0
BE65,F,,betou,NA,NA,NA,9,0,0,0,4,1,0,0,0,0
BE66,F,Btou,betou,NA,NA,NA,9,0,0,0,0,0,0,0,0,0
BE73,M,,betou,NA,NA,NA,11,0,0,0,1,0,1,2,0,0
BE75,M,Btou,betou,NA,NA,NA,23,0,0,0,8,5,0,2,0,0
BE76,F,,betou,NA,NA,NA,9,0,0,0,1,0,1,0,0,0
BE77,F,Kenkenze,betou,NA,NA,NA,8,0,0,0,5,0,0,1,0,0
BE79,F,Kenkenze,betou,NA,NA,NA,10,0,0,0,2,1,0,0,0,0
BE80,M,,betou,NA,NA,NA,5,0,0,0,4,1,0,0,0,0
BE82,M,Kenkenze,betou,NA,NA,NA,44,0,2,0,4,3,17,1,0,0
BE84,F,Mongoumba(Centrafrique),betou,NA,NA,NA,15,0,0,0,2,1,0,3,0,0
BE86,F,(Centrafrique),betou,17023.4994,17023.4994,17023.4994,3,1,0,0,0,0,0,1,0,0
BE90,M,Wongo1,betou,17023.4994,17023.4994,17023.4994,18,1,0,0,1,3,1,2,3,0
BE91,F,Wongo2,betou,NA,NA,NA,5,0,0,0,2,0,0,1,0,0
BE93,M,Wongo4,betou,NA,NA,NA,23,0,0,1,2,3,3,3,3,0
BE94,M,,betou,16786.1996,16786.1996,16786.1996,17,1,0,0,0,2,2,0,4,2
BE96,F,Btou,betou,NA,NA,NA,15,0,0,0,0,1,1,2,4,0
BE102,F,Btou,betou,20030.3001,20030.3001,20030.3001,18,1,0,0,0,0,0,2,2,0
BE107,F,Enyelle,betou,41908.8681,41908.8681,41908.8681,12,1,0,0,3,1,0,0,0,0
BE108,M,,betou,NA,NA,NA,17,0,0,0,2,0,0,0,0,0
BE109,M,Btou,betou,NA,NA,NA,20,0,0,0,2,0,0,1,0,0
BE113,M,Bobo1,betou,NA,NA,NA,14,0,0,0,0,2,0,1,2,0
BE114,M,,betou,14245.6388,14245.6388,14245.6388,12,1,0,0,3,2,0,0,3,0
BE115,F,Boyel,betou,30969.5841,41908.8681,20030.3001,12,2,0,0,1,1,1,0,1,0
BE117,F,Btou,betou,14245.6388,14245.6388,14245.6388,13,1,0,0,2,2,1,0,3,0
BE121,M,Btou,betou,NA,NA,NA,7,0,0,2,0,0,0,1,0,0
BE124,F,Btou,betou,12796.6505,12796.6505,12796.6505,1,1,0,0,0,0,0,0,0,0
BE125,F,Btou,betou,NA,NA,NA,8,0,0,0,0,0,1,2,4,0
BE128,M,Btou,betou,NA,NA,NA,10,1,0,0,0,0,0,0,0,3
BE129,F,Btou,betou,NA,NA,NA,14,1,2,0,0,0,2,3,0,1
